t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,248,91,107,194,0,21,9.762,10,3,1.116,39,2,3,62,476,113,0,0,55,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,139,120,111,270,3,24,8.815,10,7,1.857,62,3,0,127,689,187,0,0,106,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,90,135,77,338,2,30,8.469,10,10,2.356,83,3,1,196,846,240,0,0,156,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,100,144,64,332,1,24,9.32,10,5,1.594,109,4,1,248,1035,295,0,0,230,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,104,140,84,312,1,26,9.63,10,4,1.38,145,4,1,309,1229,353,0,0,307,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,114,144,61,321,5,27,7.313,10,10,2.701,176,4,0,371,1377,401,0,0,377,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,123,120,103,294,4,25,8.241,10,7,2.096,218,4,1,420,1612,461,0,0,469,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,99,146,65,330,2,24,9.385,10,4,1.387,236,4,2,474,1751,511,0,0,509,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,82,152,56,350,0,22,10,10,2,0.994,252,4,0,523,1880,558,0,0,553,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,66,160,43,371,0,26,10,10,2,0.996,268,5,3,570,1991,596,0,0,587,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
