t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,471,7,2,25,7,7,2.143,3,3,1.379,43,6,52,86,513,2,0,0,36,43,0,911,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,26,119,5,2,1.2
10000,410,13,14,67,30,12,2.048,3,3,1.201,186,9,36,303,1848,6,0,0,111,111,0,3357,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,98,324,6,2,1.167
15000,396,18,9,71,34,14,2,2,2,0.544,409,13,24,625,3915,14,4,0,256,252,0,6995,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,216,721,9,2,1.111
20000,425,14,8,54,18,15,2.03,3,4,0.821,612,14,34,908,5924,21,8,0,395,384,0,10539,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,327,1085,11,2,1.273
25000,416,6,14,63,38,6,2,2,2,0.511,838,18,29,1230,8019,26,11,0,529,508,0,14104,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,426,1449,3,2,1.333
30000,406,15,9,72,31,13,2.045,3,2,0.267,1063,22,34,1572,10363,36,12,0,672,638,0,18201,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,537,1833,9,2,1
35000,399,13,15,74,37,12,2,2,2,0.408,1279,25,19,1897,12392,39,13,0,813,770,0,21762,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,640,2223,9,2,1.111
40000,350,15,27,102,59,14,2,2,2,0.41,1519,31,28,2224,14613,43,16,0,958,899,0,25572,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,746,2576,10,1,0.7
45000,368,9,19,97,49,13,2.032,3,4,1.076,1796,34,18,2633,17412,46,20,0,1150,1077,0,30365,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,885,3075,7,2,1.571
50000,395,17,17,67,30,17,2.021,3,4,0.988,2020,35,30,2966,19660,51,22,0,1305,1218,0,34225,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,998,3468,12,2,1.167
55000,389,18,16,73,31,18,2.02,3,4,0.756,2243,38,20,3298,21675,61,23,0,1435,1340,0,37715,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,1109,3864,13,2,1.154
60000,409,17,11,65,29,14,2,2,2,0.159,2441,41,29,3599,23676,67,25,0,1561,1454,0,41132,0,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,1208,4250,7,1,1
65000,372,16,20,83,46,15,2.016,3,3,0.328,2667,45,25,3923,25798,71,28,0,1702,1585,0,44767,0,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,1314,4624,8,1,0.75
70000,434,8,12,50,25,8,2,2,2,0.33,2848,48,35,4210,27595,73,30,0,1848,1718,0,47985,0,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1396,4949,5,3,1.4
75000,398,10,15,77,38,12,2,2,2,0.469,3031,52,28,4485,29368,79,32,0,1955,1811,0,50991,0,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,1481,5288,7,2,1.286
80000,394,12,22,72,39,11,2,2,3,0.866,3268,56,26,4821,31523,82,34,0,2112,1957,0,54650,0,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,1585,5627,5,2,1.6
85000,398,14,16,71,37,13,2,2,3,0.916,3484,60,27,5141,33665,87,36,0,2256,2091,0,58382,0,1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,1680,6009,5,1,1
90000,365,19,21,87,46,17,2.032,3,4,1.471,3727,65,23,5492,36004,93,39,0,2406,2227,0,62525,0,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,1813,6456,11,1,1
95000,354,17,18,99,51,17,2.015,3,4,1.056,3972,69,21,5840,38238,98,40,0,2556,2366,0,66481,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,1936,6849,11,2,1
100000,346,24,16,107,47,22,2,2,3,0.808,4245,72,22,6236,40864,104,40,0,2744,2535,0,71005,0,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,2072,7334,15,2,1.067
