arm,seed,t,hostBirths,mimicBirths,otherBirths,products,hostSites,mimicSites,otherSites,hostBound,mimicBound,otherBound,matchedBound,mismatchedBound,productUnits,readyUnits,waitingUnits,sameSiteBound,productLateralEvents,productDockEvents,productBindEvents,boundBendDeg,boundShapeSamples,freeBendDeg,freeShapeSamples
softSide5Exact,3,10000,3,0,4,3,2307,2190,563,1033,99,0,1048,84,1866,1622,0,855,22,279,705,5519.538372645328,1132,2450.7009098614535,490
soft0Exact,3,10000,4,1,3,3,3311,2262,1058,1716,0,207,1922,1,2510,2379,0,1904,34,466,307,295.95407666023294,1923,98.32982904469789,456
soft0Exact,4,10000,4,2,3,4,3115,2758,1135,1244,2,66,1310,2,2258,2113,1,1309,31,508,289,195.36338353706753,1312,150.50799455747017,801
softSide5Exact,4,10000,2,2,3,0,2914,4058,1355,1427,0,65,1492,0,1873,1704,0,1492,24,276,227,7199.25928218829,1492,1057.2883872894606,212
softSide5Exact,3,20000,7,3,4,1,4075,1486,1480,2487,105,81,2559,114,4083,3907,0,2407,22,255,822,12950.846646742555,2673,6184.923555552656,1234
soft0Exact,3,20000,6,2,4,5,3364,2355,1167,1705,33,79,1794,23,4361,4250,0,1766,16,378,410,277.08971026582634,1817,515.2787773629577,2433
soft0Exact,4,20000,5,3,6,4,2553,2966,1930,1740,211,139,1964,126,3998,3851,0,1836,16,159,1000,317.8280791489919,2090,321.72259770147224,1761
softSide5Exact,4,20000,6,3,6,3,3975,3115,2137,2453,12,17,2473,9,3245,3166,0,2469,16,271,220,12066.130182252335,2482,3395.969947839964,684
