t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,227,97,134,182,1,21,9.227,10,7,1.909,33,2,0,70,446,114,0,0,47,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,232,110,99,199,5,18,7.652,10,11,2.566,80,3,0,130,691,192,0,0,154,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,159,131,101,249,2,24,8.462,10,7,2.046,112,3,1,172,893,260,0,0,210,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,131,138,82,289,3,20,8.478,10,6,1.949,149,4,1,234,1093,318,0,0,280,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,109,153,71,307,3,20,8.609,10,7,2.036,179,4,0,278,1252,375,0,0,334,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,72,161,49,358,0,20,10,10,2,0.993,195,4,1,330,1358,415,0,0,365,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,58,173,14,395,0,15,9.933,10,3,1.287,195,4,8,366,1394,438,0,0,374,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,83,163,15,379,0,12,9.75,10,3,1.325,209,4,3,406,1465,455,0,0,419,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,78,170,14,378,0,15,9.333,10,4,1.533,225,4,4,452,1553,485,0,0,459,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,72,169,26,373,0,18,10,10,2,1,241,5,3,496,1658,517,0,0,496,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
