t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
10000,3308,20,6,266,9,21,5.733,6,5,1.618,13,2,392,96,4729,46,0,0,11,43,0,5307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0
20000,3103,29,0,468,10,35,5.644,6,10,2.22,42,4,389,293,9756,110,0,0,34,118,0,10758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0
30000,2933,35,5,627,10,49,5.322,6,16,3.09,82,5,390,535,14938,190,0,0,86,267,0,16999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0
40000,2727,47,8,818,13,65,5.295,6,23,3.453,126,6,388,810,20927,276,0,0,144,405,0,24401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0
50000,2554,59,4,983,11,83,5.128,6,31,3.812,178,6,382,1101,28169,396,0,0,221,584,0,33311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0
60000,2491,50,5,1053,15,91,4.934,6,31,3.956,241,8,380,1411,36251,525,0,0,339,838,0,43376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0
70000,2374,68,2,1156,14,103,4.709,6,33,4.181,302,8,381,1724,45197,671,0,0,443,1078,0,54188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0
80000,2314,62,8,1216,31,103,4.388,6,37,4.582,374,8,380,2056,53962,800,0,0,574,1330,0,64766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0
90000,2357,55,1,1187,31,104,4.259,6,33,4.449,447,8,389,2362,63828,938,0,0,701,1634,0,76535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0
100000,2319,47,4,1230,31,101,4.22,6,38,4.638,531,9,392,2697,74781,1084,0,0,836,1904,0,89506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0
110000,2281,70,5,1244,42,104,3.959,6,40,4.779,619,10,378,3072,86454,1239,0,0,992,2186,0,103008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0
120000,2258,54,10,1278,53,105,3.88,6,45,4.964,713,11,383,3439,98945,1386,0,0,1150,2466,0,117656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0
130000,2193,46,8,1353,57,132,3.862,6,47,5.142,819,12,376,3840,112300,1540,0,0,1292,2746,0,133660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0
140000,2137,59,11,1393,58,133,3.88,6,51,5.09,908,12,378,4204,126525,1711,0,0,1443,3034,0,150060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0
150000,2155,55,8,1382,49,124,3.867,6,51,5.251,999,13,383,4564,140520,1900,0,0,1615,3339,0,166210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0
160000,2166,63,3,1368,58,127,3.746,6,53,5.198,1099,13,377,4945,154450,2070,0,0,1780,3660,0,182633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0
170000,2197,58,1,1344,66,118,3.543,6,53,5.132,1198,14,377,5305,167561,2213,0,0,1948,3949,0,198125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0
180000,2234,52,4,1310,67,123,3.547,6,53,5.117,1309,15,380,5678,182060,2390,0,0,2137,4285,0,214827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0,0,0
