t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,347,27,12,114,11,20,3,6,9,2.84,65,4,32,212,914,3,1,0,59,73,0,1583,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,57,24,370,18,3,1.778
10000,315,22,16,137,20,23,2.651,5,10,2.849,215,9,22,538,2843,9,2,0,196,245,0,4862,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,62,91,1243,21,4,1.952
15000,289,13,21,160,41,29,2.171,5,6,1.43,412,12,19,909,5284,14,3,0,364,424,0,9009,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,58,174,2415,24,3,2
20000,305,21,25,144,43,30,2.082,3,7,1.344,600,14,24,1250,7841,17,6,0,545,604,0,13527,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,41,254,3390,23,3,1.652
25000,312,17,19,141,34,30,2.125,4,6,1.373,825,16,22,1635,10514,23,8,0,743,795,0,18128,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,54,354,4357,26,3,1.846
30000,279,20,24,160,42,30,2.139,4,6,1.504,1056,20,17,2043,13301,30,9,0,938,976,0,22951,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,66,469,5644,27,5,1.889
35000,289,16,27,155,54,26,2.063,4,6,0.809,1288,23,18,2450,16066,38,12,0,1151,1180,0,27623,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,50,563,6843,21,5,1.857
40000,301,18,25,146,53,25,2.038,3,3,0.333,1506,23,22,2814,18702,44,12,0,1350,1370,0,32070,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,41,654,7886,18,4,1.833
45000,299,22,26,142,43,34,2.013,3,3,0.2,1761,23,16,3213,21748,51,15,0,1560,1583,0,37142,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,42,766,8846,25,2,1.72
50000,322,14,26,129,43,26,2.029,3,3,0.445,1997,27,17,3581,24431,63,18,0,1762,1770,0,41734,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,44,875,9761,21,3,1.857
55000,305,23,19,145,30,36,2.03,3,3,0.226,2217,29,22,3941,27165,75,20,0,1960,1954,0,46582,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,59,967,10813,33,3,1.697
60000,301,23,19,155,42,31,2.041,3,4,0.389,2451,32,25,4336,30102,88,25,0,2152,2132,0,51605,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,49,1073,11857,26,3,1.692
