t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,188,16,1,307,66,23,2.73,6,10,2.675,132,8,53,382,6683,13,4,0,41,54,0,6288,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,1202
40000,105,5,2,400,79,31,2.782,6,13,3.024,254,13,49,696,17067,35,7,0,146,173,0,16369,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5758,5690
60000,142,5,3,362,71,30,2.693,7,16,3.127,341,15,51,929,26574,66,13,0,265,322,0,25646,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10959,10887
80000,97,18,2,395,84,37,2.678,6,15,2.968,453,17,50,1236,36959,98,16,0,390,468,0,35712,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14772,14711
100000,112,13,2,385,72,39,2.694,6,16,3.064,549,17,53,1497,45544,118,21,0,516,618,0,44040,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18571,18494
120000,121,9,1,381,79,35,2.702,6,15,3.136,635,17,55,1734,55038,137,29,0,622,753,0,53307,6,0,0,0,0,0,0,0,0,0,0,0,0,0,22864,22796
140000,126,6,2,378,81,35,2.621,5,14,2.823,754,18,58,2052,64234,171,34,0,760,929,0,62188,6,0,0,0,0,0,0,0,0,0,0,0,0,0,26476,26395
160000,116,12,1,383,71,39,2.673,6,15,2.703,859,19,53,2334,74815,188,40,0,890,1071,0,72487,7,0,0,0,0,0,0,0,0,0,0,0,0,0,29918,29839
180000,108,10,0,394,65,36,2.822,6,15,2.747,957,19,57,2601,83784,214,45,0,1006,1209,0,81193,7,0,0,0,0,0,0,0,0,0,0,0,0,0,33574,33479
200000,107,6,3,396,73,35,2.815,6,15,2.887,1039,21,53,2824,91956,243,53,0,1112,1321,0,89152,8,0,0,0,0,0,0,0,0,0,0,0,0,0,37409,37317
220000,130,14,1,367,65,40,2.724,5,16,3.201,1126,21,54,3049,100853,265,59,0,1221,1465,0,97819,8,0,0,0,0,0,0,0,0,0,0,0,0,0,40800,40714
240000,122,10,2,378,64,39,2.864,5,14,3.306,1229,21,53,3336,110247,281,65,0,1342,1617,0,106935,8,0,0,0,0,0,0,0,0,0,0,0,0,0,44687,44601
260000,129,9,4,370,69,34,2.854,5,16,3.086,1307,21,53,3565,118865,304,70,0,1448,1750,0,115325,8,0,0,0,0,0,0,0,0,0,0,0,0,0,48100,48016
280000,131,8,8,365,55,37,2.957,6,15,3.196,1395,21,52,3813,128142,324,73,0,1566,1889,0,124350,9,0,0,0,0,0,0,0,0,0,0,0,0,0,51648,51550
300000,109,11,3,389,61,42,2.825,5,13,2.9,1499,21,57,4112,136835,342,77,0,1683,2050,0,132745,9,0,0,0,0,0,0,0,0,0,0,0,0,0,54911,54805
320000,117,15,2,378,57,41,3,5,14,3.083,1577,21,54,4351,145588,364,78,0,1803,2176,0,141257,9,0,0,0,0,0,0,0,0,0,0,0,0,0,58042,57956
340000,103,12,0,397,60,39,2.99,5,17,3.318,1649,21,55,4580,153508,390,82,0,1891,2300,0,148957,10,0,0,0,0,0,0,0,0,0,0,0,0,0,61337,61242
360000,136,8,2,366,64,33,2.845,5,14,3.236,1728,21,54,4786,161991,407,86,0,1995,2435,0,157233,10,0,0,0,0,0,0,0,0,0,0,0,0,0,64700,64603
380000,126,8,7,371,68,38,2.745,6,14,2.961,1831,21,55,5042,171427,429,89,0,2110,2573,0,166406,10,0,0,0,0,0,0,0,0,0,0,0,0,0,67946,67852
400000,130,11,6,365,62,40,2.765,6,15,2.993,1931,23,50,5306,180996,455,93,0,2236,2716,0,175710,10,0,0,0,0,0,0,0,0,0,0,0,0,0,71328,71234
420000,114,13,5,380,73,38,2.685,5,15,2.87,2046,24,53,5605,190783,473,96,0,2367,2864,0,185201,10,0,0,0,0,0,0,0,0,0,0,0,0,0,74659,74566
440000,138,5,0,369,64,35,2.828,5,16,3.117,2126,24,52,5821,200060,497,102,0,2472,2986,0,194278,10,0,0,0,0,0,0,0,0,0,0,0,0,0,77946,77842
460000,118,8,2,384,82,37,2.555,5,14,2.699,2222,24,55,6053,209429,520,109,0,2571,3103,0,203418,10,0,0,0,0,0,0,0,0,0,0,0,0,0,81328,81229
480000,154,3,3,352,81,27,2.63,5,15,2.716,2320,24,56,6296,220441,544,115,0,2700,3245,0,214197,11,0,0,0,0,0,0,0,0,0,0,0,0,0,84844,84748
