t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
10000,215,17,0,168,14,14,5.036,6,6,1.73,28,4,86,172,1938,7,0,661,7,14,0,1751,1,106,0,0,22,37,49,19,6,0,0,1
20000,68,25,5,302,43,19,4.468,6,11,2.677,75,6,91,401,5937,16,0,774,34,80,0,5507,1,229,0,0,18,46,11,9,4,0,0,2
30000,62,18,3,317,59,13,4.083,6,11,2.719,107,6,94,538,8971,17,0,873,72,162,0,8413,1,337,0,0,14,47,13,12,5,0,0,2
40000,64,14,2,320,64,13,3.896,7,11,2.814,146,6,89,695,12846,22,2,991,118,270,0,12135,1,452,0,0,18,40,19,18,4,0,0,2
50000,72,23,4,301,53,19,3.917,7,13,2.997,178,7,91,842,16881,33,3,1086,168,383,0,16013,1,557,0,0,20,41,18,20,8,0,0,3
60000,76,21,4,299,53,16,4.043,7,12,3.146,216,8,91,1007,20717,41,3,1185,219,495,0,19686,2,649,0,0,20,41,23,22,10,0,0,3
70000,58,16,2,324,64,11,4.08,7,14,3.157,249,9,89,1158,24213,47,3,1284,255,581,0,23038,2,746,0,0,20,30,15,16,2,0,0,1
80000,60,21,3,316,49,20,4.116,7,15,3.329,271,10,94,1274,27782,51,3,1386,296,660,0,26483,2,845,0,0,26,27,19,18,7,0,0,2
90000,80,19,2,299,58,15,3.644,6,13,3.187,309,11,93,1444,31644,58,4,1498,347,798,0,30176,2,967,0,0,24,28,13,19,2,0,0,1
100000,56,25,1,318,52,23,3.747,6,11,3.038,347,11,98,1600,35407,70,4,1591,386,894,0,33776,2,1072,0,0,19,34,23,12,12,0,0,5
110000,58,13,2,327,70,13,3.747,6,14,3.227,391,11,89,1760,38408,78,4,1697,437,988,0,36626,2,1190,0,0,23,38,25,17,16,0,0,6
120000,95,13,3,289,65,12,3.61,6,14,3.178,425,11,87,1891,42688,88,7,1819,488,1106,0,40777,2,1308,0,0,22,32,25,18,4,0,0,1
130000,63,19,5,313,68,17,3.529,6,14,3.321,472,13,95,2069,47183,94,11,1937,539,1206,0,45087,2,1423,0,0,27,25,31,19,8,0,0,3
140000,72,16,0,312,65,16,3.543,6,17,3.433,509,13,91,2219,51374,103,12,2040,588,1303,0,49137,2,1530,0,0,25,28,27,15,12,0,0,5
150000,74,13,4,309,78,10,3.443,6,17,3.382,555,15,93,2369,55309,111,12,2137,639,1401,0,52919,2,1638,0,0,23,28,40,19,22,0,0,10
