t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,67,10,3,120,17,7,4.708,7,9,2.87,37,5,37,183,2864,6,2,0,20,55,0,2674,2,0,175,0,0,0,0,0,0,0,16,0,0,0,0,0
40000,42,6,0,152,28,6,4.206,6,10,3.031,67,6,38,343,5520,12,2,0,54,150,0,5176,2,0,336,0,0,0,0,0,0,0,19,0,0,0,0,0
60000,70,13,1,116,17,10,3.667,6,10,3.032,103,8,39,498,9403,27,2,0,109,284,0,8894,2,0,488,0,0,0,0,0,0,0,16,0,0,0,0,0
80000,57,7,0,136,30,7,3.432,6,11,2.884,148,8,36,659,13352,38,4,0,153,380,0,12691,2,0,642,0,0,0,0,0,0,0,17,0,0,0,0,0
100000,74,7,1,118,26,7,3.424,6,9,2.827,183,11,37,792,17080,42,6,0,201,482,0,16286,2,0,775,0,0,0,0,0,0,0,15,0,0,0,0,0
120000,60,10,0,130,25,9,3.5,6,10,2.983,225,13,39,946,21159,46,7,0,248,577,0,20210,2,0,927,0,0,0,0,0,0,0,16,0,0,0,0,0
140000,59,10,1,130,26,9,3.514,6,9,2.824,259,14,38,1067,24523,54,7,0,284,661,0,23453,3,0,1045,0,0,0,0,0,0,0,13,0,0,0,0,0
160000,83,6,1,110,25,6,3.419,6,9,2.986,301,14,32,1203,28784,59,8,0,337,766,0,27581,4,0,1172,0,0,0,0,0,0,0,4,0,0,0,0,0
180000,52,12,1,135,21,12,3.727,7,12,3.301,341,16,37,1374,32281,67,11,0,384,867,0,30900,4,0,1343,0,0,0,0,0,0,0,10,0,0,0,0,0
200000,78,5,0,117,30,5,3.143,7,10,2.971,384,19,38,1520,36324,77,11,0,439,983,0,34797,4,0,1483,0,0,0,0,0,0,0,12,0,0,0,0,0
220000,72,5,0,123,36,5,2.927,7,11,2.824,432,19,37,1668,40804,87,12,0,490,1074,0,39129,4,0,1624,0,0,0,0,0,0,0,17,0,0,0,0,0
240000,44,4,1,151,46,4,2.98,5,10,2.281,484,21,36,1822,45067,98,13,0,539,1154,0,43235,4,0,1772,0,0,0,0,0,0,0,27,0,0,0,0,0
260000,45,6,0,149,41,6,3.106,4,7,2.033,518,23,38,1929,49403,106,13,0,578,1225,0,47461,4,0,1881,0,0,0,0,0,0,0,27,0,0,0,0,0
280000,67,5,1,127,37,5,2.976,4,5,1.744,557,24,39,2051,53606,115,13,0,630,1316,0,51541,4,0,2000,0,0,0,0,0,0,0,25,0,0,0,0,0
300000,73,3,0,124,35,3,3.211,4,5,1.68,592,25,39,2162,58001,136,13,0,670,1390,0,55828,4,0,2111,0,0,0,0,0,0,0,19,0,0,0,0,0
320000,69,3,0,128,36,3,3.205,4,4,1.482,637,25,39,2319,62746,149,15,0,720,1494,0,60419,5,0,2267,0,0,0,0,0,0,0,21,0,0,0,0,0
340000,64,3,1,132,37,3,3.25,5,7,2.272,685,25,40,2480,67062,162,18,0,773,1595,0,64575,5,0,2426,0,0,0,0,0,0,0,17,0,0,0,0,0
360000,49,7,1,143,33,7,3.375,5,7,2.431,713,25,35,2586,70956,173,21,0,807,1654,0,68362,6,0,2526,0,0,0,0,0,0,0,12,0,0,0,0,0
380000,65,11,2,122,23,11,3.235,5,7,2.388,743,25,35,2696,75089,187,22,0,851,1741,0,72380,6,0,2629,0,0,0,0,0,0,0,9,0,0,0,0,0
400000,49,5,2,144,44,5,2.878,5,9,2.595,793,27,28,2834,79099,192,24,0,891,1816,0,76255,6,0,2753,0,0,0,0,0,0,0,5,0,0,0,0,0
420000,83,9,1,107,24,9,2.879,5,9,2.853,830,28,33,2951,83377,207,24,0,951,1912,0,80409,7,0,2866,0,0,0,0,0,0,0,8,0,0,0,0,0
440000,70,9,7,114,26,9,3.343,5,9,2.782,876,29,33,3092,87632,220,24,0,999,2001,0,84513,7,0,3003,0,0,0,0,0,0,0,6,0,0,0,0,0
460000,53,8,0,139,30,8,3.368,5,10,2.966,909,31,31,3219,91379,233,25,0,1038,2065,0,88141,7,0,3121,0,0,0,0,0,0,0,5,0,0,0,0,0
480000,39,6,1,154,39,6,3.267,6,10,2.84,942,33,36,3325,94985,245,25,0,1073,2121,0,91640,7,0,3223,0,0,0,0,0,0,0,8,0,0,0,0,0
500000,63,6,0,131,38,5,3.047,5,12,2.808,977,34,37,3432,99211,253,27,0,1116,2208,0,95763,8,0,3324,0,0,0,0,0,0,0,10,0,0,0,0,0
520000,60,5,1,134,38,5,3.047,5,10,2.787,1015,37,35,3554,103618,264,29,0,1160,2281,0,100049,8,0,3439,0,0,0,0,0,0,0,17,0,0,0,0,0
540000,85,7,0,108,26,7,3.152,5,8,2.2,1049,38,38,3661,107987,280,29,0,1207,2368,0,104309,8,0,3547,0,0,0,0,0,0,0,11,0,0,0,0,0
560000,65,5,1,129,32,5,3.351,5,7,2.321,1094,39,39,3817,112365,292,30,0,1255,2456,0,108529,8,0,3698,0,0,0,0,0,0,0,16,0,0,0,0,0
580000,53,7,4,136,38,7,2.978,5,7,2.386,1135,39,37,3944,116767,308,32,0,1292,2540,0,112801,9,0,3821,0,0,0,0,0,0,0,8,0,0,0,0,0
600000,83,4,2,111,33,3,3.056,5,8,2.682,1176,41,37,4083,121081,317,32,0,1348,2648,0,116979,9,0,3957,0,0,0,0,0,0,0,9,0,0,0,0,0
620000,59,4,1,136,38,4,3.167,5,6,2.085,1227,44,34,4251,125445,327,33,0,1398,2739,0,121175,9,0,4116,0,0,0,0,0,0,0,14,0,0,0,0,0
640000,78,5,1,116,35,4,2.949,5,6,2.267,1270,44,36,4387,129847,343,33,0,1453,2839,0,125440,10,0,4251,0,0,0,0,0,0,0,11,0,0,0,0,0
660000,79,4,2,115,37,4,2.78,5,6,2.171,1320,44,36,4540,134495,356,33,0,1507,2938,0,129934,10,0,4401,0,0,0,0,0,0,0,8,0,0,0,0,0
680000,88,5,2,105,31,5,2.917,4,5,1.937,1367,47,33,4684,139242,367,35,0,1564,3032,0,134532,10,0,4539,0,0,0,0,0,0,0,5,0,0,0,0,0
700000,66,5,2,127,36,5,3.024,4,5,2.061,1414,47,35,4831,143447,379,36,0,1612,3110,0,138589,10,0,4685,0,0,0,0,0,0,0,9,0,0,0,0,0
720000,63,5,0,132,39,5,2.932,4,6,2.262,1454,51,38,4950,148131,391,36,0,1655,3184,0,143153,10,0,4806,0,0,0,0,0,0,0,11,0,0,0,0,0
740000,66,4,0,130,37,4,3.024,4,4,1.872,1496,53,39,5083,152092,393,38,0,1707,3268,0,146983,10,0,4940,0,0,0,0,0,0,0,16,0,0,0,0,0
760000,78,4,1,117,38,4,2.762,4,6,2.089,1545,53,39,5213,156767,409,38,0,1764,3355,0,151520,10,0,5065,0,0,0,0,0,0,0,8,0,0,0,0,0
780000,80,5,0,115,32,5,3.027,4,6,2.298,1586,53,39,5342,161567,422,39,0,1816,3434,0,156190,10,0,5189,0,0,0,0,0,0,0,19,0,0,0,0,0
800000,69,6,0,125,32,6,3.211,4,7,2.227,1637,53,39,5516,165846,432,40,0,1878,3539,0,160291,10,0,5361,0,0,0,0,0,0,0,25,0,0,0,0,0
820000,70,9,3,118,28,9,3.054,5,8,2.482,1677,53,40,5651,170044,445,43,0,1932,3625,0,164350,10,0,5496,0,0,0,0,0,0,0,17,0,0,0,0,0
