t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,346,70,103,121,4,14,8.056,10,9,2.858,36,1,0,0,378,89,0,0,60,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,350,66,107,117,3,17,8.3,10,12,3.346,69,2,0,0,558,126,0,0,137,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,281,84,129,146,0,20,9.9,10,7,2.466,89,2,0,0,732,157,0,0,180,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,305,76,119,140,2,19,8.524,10,11,2.843,124,2,0,0,972,204,0,0,290,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,351,71,106,112,2,11,9.154,10,6,2.2,153,2,0,0,1169,243,0,0,383,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,414,57,72,97,0,9,9,10,6,2.419,170,2,0,0,1217,255,0,0,433,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,525,22,50,43,8,6,5.286,10,11,3.325,212,4,0,0,1303,273,0,0,522,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,455,44,76,65,1,11,10,10,4,1.551,231,4,0,0,1456,305,0,0,556,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,446,44,74,76,2,10,8.833,10,5,1.951,250,4,0,0,1588,327,0,0,603,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,420,57,80,83,0,9,9.889,10,4,1.753,251,4,0,0,1665,346,0,0,619,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,435,54,72,79,0,9,9.556,10,4,1.753,262,4,0,0,1753,363,0,0,659,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,389,61,87,103,0,11,10,10,3,1.241,272,4,0,0,1845,385,0,0,682,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,406,63,74,97,0,9,8.556,10,5,2.059,288,4,0,0,1909,406,0,0,716,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,453,51,60,76,1,7,8,10,6,2.406,303,4,0,0,1942,415,0,0,755,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,467,47,56,70,0,5,10,10,3,1.371,305,4,0,0,1968,424,0,0,774,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,469,42,60,69,4,7,6,10,8,2.845,316,5,0,0,2018,438,0,0,798,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,509,36,42,53,0,2,10,10,2,1,328,5,0,0,2099,455,0,0,847,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,498,35,49,58,0,3,10,10,3,1.585,331,5,0,0,2135,464,0,0,861,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,514,33,39,54,0,4,9.75,10,3,1.5,346,5,0,0,2223,484,0,0,903,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,503,38,44,55,0,4,10,10,2,0.811,354,5,0,0,2289,502,0,0,925,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
