t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
20000,75,21,15,401,65,17,4.524,7,15,3.053,116,6,25,518,9149,27,9,0,63,145,70,8529,3,0,0,0,0,0,0,0,0,0,0,0
40000,53,29,8,422,58,27,4.518,7,16,3.345,194,8,22,878,19149,47,15,0,171,412,108,18131,3,0,0,0,0,0,0,0,0,0,0,0
60000,71,23,8,410,71,21,4.217,7,17,3.424,298,10,23,1255,31769,79,21,0,296,720,147,30336,3,0,0,0,0,0,0,0,0,0,0,0
80000,70,26,21,395,83,22,3.733,7,16,3.54,410,10,18,1668,45244,108,26,0,436,1042,176,43346,3,0,0,0,0,0,0,0,0,0,0,0
100000,71,21,7,413,94,19,3.575,7,15,3.404,529,11,24,2068,58418,139,30,0,574,1338,218,56091,4,0,0,0,0,0,0,0,0,0,0,0
120000,81,15,3,413,101,15,3.483,6,19,3.622,647,13,25,2437,72596,175,45,0,716,1609,257,69877,4,0,0,0,0,0,0,0,0,0,0,0
140000,86,21,13,392,95,20,3.391,7,15,3.299,767,14,23,2824,87160,203,53,0,862,1919,300,83998,6,0,0,0,0,0,0,0,0,0,0,0
160000,80,19,18,395,94,19,3.46,6,18,3.463,903,16,21,3239,102539,254,69,0,1021,2222,346,98917,6,0,0,0,0,0,0,0,0,0,0,0
180000,100,21,8,383,89,18,3.542,6,21,3.766,1023,16,22,3630,116632,286,76,0,1168,2534,401,112575,7,0,0,0,0,0,0,0,0,0,0,0
200000,72,25,13,402,85,23,3.565,6,22,3.706,1138,17,23,4029,130390,325,82,0,1315,2825,454,125870,7,0,0,0,0,0,0,0,0,0,0,0
220000,65,22,2,423,91,21,3.554,7,20,3.533,1252,18,22,4385,143434,351,88,0,1451,3085,507,138515,7,0,0,0,0,0,0,0,0,0,0,0
240000,74,27,8,403,92,22,3.465,7,14,3.149,1371,20,22,4742,156404,378,94,0,1595,3382,564,151052,7,0,0,0,0,0,0,0,0,0,0,0
260000,68,18,12,414,100,18,3.39,7,14,3.026,1483,20,23,5087,169832,398,99,0,1724,3642,617,164084,7,0,0,0,0,0,0,0,0,0,0,0
280000,70,24,12,406,97,22,3.277,5,15,3.135,1611,22,21,5477,183479,427,107,0,1880,3959,679,177264,7,0,0,0,0,0,0,0,0,0,0,0
300000,90,16,8,398,101,14,3.417,6,17,3.493,1743,24,23,5875,196897,468,110,0,2037,4257,725,190247,8,0,0,0,0,0,0,0,0,0,0,0
320000,64,15,16,417,112,14,3.317,6,16,3.262,1876,25,22,6278,210386,499,119,0,2178,4559,779,203273,8,0,0,0,0,0,0,0,0,0,0,0
340000,79,16,13,404,105,16,3.273,6,11,2.84,2000,26,23,6664,223965,518,125,0,2329,4862,828,216414,8,0,0,0,0,0,0,0,0,0,0,0
360000,53,20,9,430,111,16,3.346,6,17,3.207,2124,27,20,7038,237038,554,134,0,2470,5127,881,229058,8,0,0,0,0,0,0,0,0,0,0,0
380000,93,23,12,384,92,23,3.287,6,16,3.142,2247,28,25,7404,250223,587,140,0,2635,5432,930,241816,8,0,0,0,0,0,0,0,0,0,0,0
400000,79,20,7,406,104,20,3.194,6,14,2.824,2383,30,20,7794,264445,622,143,0,2780,5716,984,255596,9,0,0,0,0,0,0,0,0,0,0,0
420000,66,16,7,423,118,16,3.104,6,13,2.752,2515,30,26,8166,277594,651,147,0,2932,5982,1047,268311,11,0,0,0,0,0,0,0,0,0,0,0
440000,56,22,4,430,109,21,3.162,6,13,2.818,2653,30,22,8563,291941,678,158,0,3099,6271,1111,282195,12,0,0,0,0,0,0,0,0,0,0,0
460000,71,23,11,407,98,22,3.267,7,14,2.759,2774,30,25,8910,304246,705,166,0,3247,6550,1160,294092,12,0,0,0,0,0,0,0,0,0,0,0
480000,67,26,9,410,101,25,3.198,7,12,2.72,2904,31,22,9278,316998,736,174,0,3399,6822,1222,306418,13,0,0,0,0,0,0,0,0,0,0,0
500000,76,21,7,408,102,19,3.281,7,14,3.164,3036,34,18,9671,330603,765,179,0,3566,7117,1285,319572,14,0,0,0,0,0,0,0,0,0,0,0
520000,101,11,140,260,113,10,3.163,7,13,3.084,3162,35,0,9834,343337,801,184,0,3708,7410,1313,331899,14,0,0,0,0,0,0,0,0,0,0,0
540000,125,21,128,238,84,17,3.366,7,14,3.229,3267,35,1,9983,354527,842,195,0,3851,7674,1358,342718,16,0,0,0,0,0,0,0,0,0,0,0
560000,114,22,165,211,80,21,3.475,7,16,3.386,3367,35,0,10139,364592,859,206,0,3974,7907,1406,352423,17,0,0,0,0,0,0,0,0,0,0,0
580000,115,24,145,228,77,22,3.414,7,15,3.263,3463,35,1,10280,373765,882,212,0,4099,8150,1446,361233,17,0,0,0,0,0,0,0,0,0,0,0
600000,115,29,158,210,86,24,3.036,7,11,2.654,3582,35,1,10448,384173,910,217,0,4234,8394,1492,371266,18,0,0,0,0,0,0,0,0,0,0,0
620000,123,14,164,211,103,13,3.086,8,15,3.077,3702,36,0,10597,393611,925,229,0,4378,8611,1531,380357,19,0,0,0,0,0,0,0,0,0,0,0
640000,124,16,176,196,95,15,3.173,7,17,3.119,3813,36,1,10746,404266,955,240,0,4513,8841,1567,390660,22,0,0,0,0,0,0,0,0,0,0,0
660000,151,19,150,192,76,19,3.358,7,14,3.168,3920,37,2,10898,415048,982,251,0,4649,9091,1601,401085,22,0,0,0,0,0,0,0,0,0,0,0
680000,113,20,157,222,87,19,3.274,7,15,2.881,4029,37,0,11059,424814,1006,255,0,4775,9320,1642,410468,25,0,0,0,0,0,0,0,0,0,0,0
700000,143,16,145,208,91,15,3.113,7,17,2.813,4136,38,0,11210,434934,1031,262,0,4910,9567,1681,420240,26,0,0,0,0,0,0,0,0,0,0,0
720000,129,20,193,170,88,18,3.16,6,17,3.304,4254,39,0,11363,445652,1062,273,0,5053,9796,1715,430574,26,0,0,0,0,0,0,0,0,0,0,0
740000,125,16,158,213,90,16,3.311,6,19,3.576,4354,39,0,11517,455405,1082,290,0,5176,10019,1754,439992,27,0,0,0,0,0,0,0,0,0,0,0
760000,129,20,171,192,92,19,3.072,6,15,3.027,4464,39,0,11650,466128,1119,301,0,5297,10242,1775,450385,27,0,0,0,0,0,0,0,0,0,0,0
780000,132,18,155,207,96,17,2.965,7,16,3.05,4586,41,1,11830,477373,1151,316,0,5435,10483,1825,461264,27,0,0,0,0,0,0,0,0,0,0,0
800000,123,15,161,213,102,13,3.061,6,18,3.174,4707,42,0,11986,487918,1175,328,0,5574,10720,1865,471434,27,0,0,0,0,0,0,0,0,0,0,0
820000,118,17,173,204,97,15,3.196,7,17,3.16,4824,43,0,12141,498863,1190,341,0,5718,10959,1912,482002,28,0,0,0,0,0,0,0,0,0,0,0
840000,136,18,162,196,92,17,3.101,6,13,2.869,4943,44,1,12300,509469,1209,350,0,5861,11229,1971,492220,29,0,0,0,0,0,0,0,0,0,0,0
860000,126,14,148,224,104,14,3.025,6,12,2.606,5061,45,1,12477,520591,1246,359,0,5999,11447,2016,502985,29,0,0,0,0,0,0,0,0,0,0,0
880000,124,21,160,207,88,19,3.262,6,13,3.006,5189,45,2,12653,531620,1281,373,0,6153,11719,2062,513599,29,0,0,0,0,0,0,0,0,0,0,0
900000,142,14,197,159,96,13,3.156,6,11,2.442,5323,46,1,12788,541440,1304,387,0,6305,12009,2096,523009,30,0,0,0,0,0,0,0,0,0,0,0
920000,149,14,170,179,100,13,2.973,6,14,2.566,5433,47,0,12931,551953,1330,396,0,6430,12239,2138,533180,30,0,0,0,0,0,0,0,0,0,0,0
940000,125,21,174,192,98,21,2.924,6,10,2.591,5565,48,0,13078,562693,1355,407,0,6580,12484,2175,543508,30,0,0,0,0,0,0,0,0,0,0,0
960000,144,15,160,193,100,15,3,6,9,2.496,5689,48,0,13242,573329,1382,418,0,6723,12719,2213,553797,31,0,0,0,0,0,0,0,0,0,0,0
980000,130,24,153,205,95,22,2.88,6,11,2.355,5805,48,0,13389,584669,1417,430,0,6856,12935,2262,564784,32,0,0,0,0,0,0,0,0,0,0,0
1000000,130,11,181,190,114,11,2.904,6,12,2.679,5936,50,1,13540,595645,1441,443,0,6999,13161,2295,575403,34,0,0,0,0,0,0,0,0,0,0,0
1020000,119,16,176,201,107,15,2.943,6,13,2.845,6054,51,1,13696,606076,1472,455,0,7135,13387,2334,585469,34,0,0,0,0,0,0,0,0,0,0,0
1040000,128,19,170,195,102,19,2.893,6,13,2.88,6179,52,1,13854,617580,1505,468,0,7278,13620,2365,596616,34,0,0,0,0,0,0,0,0,0,0,0
