t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,375,10,21,94,18,8,3.038,8,7,2.409,57,5,39,158,791,0,1,0,38,34,0,1375,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,51,24,289,8,4,2.125
10000,299,25,8,163,21,24,2.622,9,8,2.494,188,7,28,464,2457,5,2,0,153,173,0,4277,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,72,76,1193,18,5,2.111
15000,282,28,13,167,22,24,2.717,9,12,2.948,344,10,22,790,4542,10,6,0,307,333,0,7710,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,78,142,2322,21,3,1.857
20000,259,28,12,188,26,33,2.373,7,8,2.221,507,12,24,1144,6636,18,8,0,460,497,0,11412,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,86,219,3686,24,4,2.167
25000,268,21,18,172,29,31,2.333,6,10,2.226,682,14,24,1491,8864,28,13,0,622,660,0,15371,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,90,307,5260,28,5,2.107
30000,270,24,25,166,39,35,2.189,5,9,1.711,911,18,20,1895,11523,36,14,0,836,871,0,19870,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,66,414,6447,27,5,1.889
35000,277,14,16,176,35,32,2.164,4,9,1.379,1110,19,21,2256,14086,41,18,0,1008,1050,0,24251,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,80,506,7862,29,4,2.069
40000,316,16,18,142,37,25,2.226,5,7,1.417,1309,21,23,2619,16693,50,22,0,1205,1243,0,28651,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,598,9201,20,4,1.85
45000,318,20,14,144,35,25,2.217,3,5,1.251,1501,24,20,2987,19087,59,24,0,1390,1435,0,32793,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,46,688,10194,20,3,1.8
50000,293,29,24,148,37,33,2.171,3,5,1.078,1718,27,24,3370,21675,64,26,0,1579,1620,0,37296,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,47,786,11156,26,3,1.615
55000,290,23,21,161,40,33,2.096,3,4,0.907,1943,27,27,3764,24382,70,28,0,1777,1817,0,41957,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,53,887,12172,24,3,1.833
60000,300,22,14,153,39,31,2.057,3,4,0.862,2163,28,24,4145,27289,78,30,0,1974,2000,0,46830,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,57,986,13358,28,3,1.786
