t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
10000,210,86,187,157,4,22,9.731,10,6,2.198,25,1,1,72,418,114,0,0,28,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,161,110,170,199,3,23,9.308,10,9,2.61,39,2,0,135,595,169,0,0,76,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,193,105,155,187,1,23,9.333,10,8,2.496,70,3,2,203,764,217,0,0,160,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,190,106,161,183,0,25,9.96,10,5,2.077,99,3,0,261,940,273,0,0,224,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,189,105,146,200,3,24,8.889,10,8,2.602,134,3,0,328,1150,325,0,0,294,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,156,110,151,223,4,28,8.688,10,11,2.861,157,3,0,390,1324,374,0,0,351,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,111,128,145,256,1,26,9.889,10,5,2.046,173,3,0,461,1497,424,0,0,399,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,140,127,118,255,2,26,9.357,10,8,2.433,194,4,0,520,1618,457,0,0,450,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,164,110,139,227,2,27,9.207,10,8,2.447,232,4,0,572,1816,508,0,0,534,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,139,118,156,227,1,23,9.5,10,6,2.199,256,4,0,640,2007,562,0,0,600,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,164,107,157,212,1,25,9.731,10,5,2.068,304,4,2,707,2231,626,0,0,693,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,124,126,137,253,1,26,9.185,10,8,2.593,315,4,0,766,2368,675,0,0,723,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,130,119,148,243,3,22,8.96,10,8,2.695,339,5,1,816,2541,721,0,0,797,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,202,101,142,195,4,20,8.417,10,11,3.074,381,5,0,885,2748,766,0,0,899,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,197,94,148,201,3,24,9.407,10,6,2.244,414,5,1,955,2969,828,0,0,974,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
