t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,279,88,121,152,2,17,8.737,10,6,1.824,33,2,3,73,408,108,0,0,54,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,232,99,126,183,4,17,8.381,10,8,2.006,52,3,1,127,589,158,0,0,112,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,273,96,102,169,4,18,6.545,10,12,3.096,98,3,3,199,773,203,0,0,206,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,280,91,103,166,0,19,9.632,10,3,1.211,142,3,0,255,1012,272,0,0,310,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,308,76,99,157,6,18,7.583,10,12,2.833,190,4,1,320,1279,333,0,0,430,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,288,87,106,159,2,17,9.421,10,5,1.712,227,5,1,377,1525,402,0,0,527,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,184,107,135,214,1,21,9.182,10,6,1.866,254,5,0,430,1770,468,0,0,588,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,171,122,121,226,2,21,9.13,10,6,1.826,283,5,1,487,1984,525,0,0,667,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,132,131,112,265,1,23,9.625,10,4,1.408,305,5,4,544,2144,575,0,0,721,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,105,141,89,305,3,28,8.613,10,9,2.175,329,5,4,613,2280,627,0,0,772,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
