t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
20000,266,4,27,55,17,4,3.667,6,6,2.398,26,3,16,73,1776,8,1,0,15,35,0,1657,2,0,23,0,0,0,0,0,0,0,5,0
40000,197,12,58,84,28,10,3.447,6,12,3.189,72,5,9,175,5928,15,3,0,57,112,0,5623,2,0,85,0,0,0,0,0,0,0,5,0
60000,184,11,58,99,37,7,3.409,6,10,2.864,111,6,5,264,10451,26,4,0,96,193,0,10012,2,0,134,0,0,0,0,0,0,0,3,0
80000,210,7,54,81,34,7,3.171,6,10,2.519,155,7,4,337,14982,38,6,0,153,296,0,14408,3,0,165,0,0,0,0,0,0,0,3,0
100000,178,4,83,87,51,4,3.055,6,9,2.343,215,8,5,430,19568,51,8,0,208,387,0,18816,3,0,225,0,0,0,0,0,0,0,5,0
120000,179,5,57,111,43,5,3.375,6,6,2.22,265,9,17,546,25050,61,11,0,268,495,0,24131,3,0,306,0,0,0,0,0,0,0,6,0
140000,216,5,47,84,45,4,2.612,6,10,2.579,333,9,9,662,30500,77,13,0,348,630,0,29409,5,0,356,0,0,0,0,0,0,0,3,0
160000,173,5,57,117,63,5,2.544,4,9,2.086,417,10,14,804,36603,91,17,0,419,734,0,35295,5,0,456,0,0,0,0,0,0,0,10,0
180000,159,10,33,150,60,10,2.514,4,10,2.333,500,11,16,999,43823,103,19,0,506,854,0,42291,5,0,612,0,0,0,0,0,0,0,14,0
200000,169,5,50,128,64,5,2.565,4,9,2.01,587,11,8,1148,50978,123,20,0,600,981,0,49235,5,0,715,0,0,0,0,0,0,0,4,0
220000,156,4,84,108,67,4,2.676,5,10,2.235,657,12,3,1245,56820,139,23,0,674,1081,0,54895,6,0,768,0,0,0,0,0,0,0,2,0
240000,200,2,67,83,56,2,2.552,6,9,2.044,707,13,5,1328,61750,152,25,0,743,1183,0,59698,7,0,809,0,0,0,0,0,0,0,5,0
260000,153,7,61,131,66,7,2.548,4,7,2.266,788,13,8,1475,67549,175,27,0,812,1277,0,65290,8,0,918,0,0,0,0,0,0,0,10,0
280000,140,6,37,169,68,6,2.743,4,9,2.546,871,14,29,1681,75210,197,27,0,901,1406,0,72720,8,0,1115,0,0,0,0,0,0,0,21,0
300000,146,6,16,184,61,6,2.91,5,9,2.724,953,16,32,1913,82802,211,29,0,995,1561,0,80072,9,0,1325,0,0,0,0,0,0,0,24,0
320000,123,12,24,193,61,11,2.861,5,9,2.761,1040,17,24,2116,90178,230,30,0,1085,1707,0,87190,9,0,1496,0,0,0,0,0,0,0,19,0
340000,120,11,25,196,66,11,2.792,5,12,2.776,1116,19,34,2315,97697,254,33,0,1161,1842,0,94498,9,0,1689,0,0,0,0,0,0,0,20,0
360000,122,6,24,200,67,6,3.027,5,11,2.911,1183,19,23,2512,105305,279,38,0,1242,1969,0,101905,9,0,1862,0,0,0,0,0,0,0,19,0
380000,138,13,31,170,49,12,3.131,5,11,3.127,1254,19,16,2698,112295,308,40,0,1335,2130,0,108654,9,0,2016,0,0,0,0,0,0,0,13,0
400000,165,5,20,162,51,5,3.161,5,13,3.343,1323,20,27,2897,119075,326,41,0,1423,2286,0,115212,9,0,2196,0,0,0,0,0,0,0,12,0
420000,138,11,28,175,48,11,3.237,5,13,3.223,1389,21,30,3089,126107,353,46,0,1491,2419,0,122022,10,0,2375,0,0,0,0,0,0,0,19,0
440000,135,9,33,175,57,9,3.091,5,13,3.151,1466,22,23,3287,133004,371,47,0,1573,2571,0,128681,11,0,2542,0,0,0,0,0,0,0,22,0
460000,131,8,34,179,64,8,2.847,6,10,2.983,1547,22,23,3501,140067,392,49,0,1659,2729,0,135495,12,0,2724,0,0,0,0,0,0,0,21,0
480000,116,9,24,203,64,9,2.945,6,13,3.242,1623,23,29,3711,147491,416,54,0,1744,2864,0,142686,12,0,2916,0,0,0,0,0,0,0,22,0
500000,149,8,32,163,50,8,3.207,6,14,3.282,1689,25,18,3887,154709,434,56,0,1834,3012,0,149697,12,0,3062,0,0,0,0,0,0,0,19,0
520000,119,6,28,199,61,5,3.394,6,14,3.197,1761,26,29,4111,161525,446,63,0,1905,3154,0,156277,13,0,3271,0,0,0,0,0,0,0,26,0
540000,136,9,18,189,46,9,3.564,6,11,2.986,1815,26,34,4315,168486,457,66,0,1982,3310,0,163026,14,0,3465,0,0,0,0,0,0,0,30,0
560000,145,12,25,170,42,11,3.585,6,13,3.055,1877,26,26,4516,175473,469,70,0,2056,3475,0,169787,14,0,3642,0,0,0,0,0,0,0,27,0
580000,122,9,19,202,50,9,3.644,7,15,3.212,1938,28,27,4741,181777,492,72,0,2125,3617,0,175858,14,0,3848,0,0,0,0,0,0,0,30,0
600000,140,8,23,181,52,7,3.322,6,15,3.384,2000,28,26,4937,188431,508,76,0,2203,3780,0,182292,15,0,4029,0,0,0,0,0,0,0,23,0
620000,133,14,28,177,48,11,3.305,6,12,3.133,2067,28,29,5132,195157,521,76,0,2281,3926,0,188786,16,0,4207,0,0,0,0,0,0,0,25,0
640000,123,8,16,205,60,8,3.132,6,13,3.128,2125,28,36,5317,201728,542,77,0,2346,4048,0,195161,16,0,4383,0,0,0,0,0,0,0,28,0
660000,137,7,33,175,62,7,2.942,6,9,2.835,2206,30,24,5512,208728,558,80,0,2439,4214,0,201918,16,0,4549,0,0,0,0,0,0,0,21,0
680000,120,11,15,206,59,10,3.043,5,9,2.608,2275,31,36,5733,215738,573,80,0,2513,4342,0,208706,16,0,4772,0,0,0,0,0,0,0,31,0
700000,102,9,30,211,63,8,3.268,6,9,2.395,2345,32,29,5934,222970,591,80,0,2594,4475,0,215703,16,0,4949,0,0,0,0,0,0,0,34,0
720000,128,12,29,183,52,9,3.344,5,11,2.802,2413,32,28,6140,229909,607,83,0,2685,4648,0,222406,16,0,5132,0,0,0,0,0,0,0,28,0
740000,124,12,18,198,53,12,3.2,5,8,2.667,2475,33,32,6344,237219,626,85,0,2758,4786,0,229502,16,0,5329,0,0,0,0,0,0,0,35,0
760000,119,9,18,206,57,9,3.242,5,7,2.514,2552,35,38,6564,244093,642,85,0,2854,4934,0,236121,16,0,5536,0,0,0,0,0,0,0,39,0
780000,125,10,32,185,55,9,3.219,5,10,2.787,2619,36,30,6763,250907,659,89,0,2939,5088,0,242703,16,0,5715,0,0,0,0,0,0,0,30,0
800000,125,10,28,189,55,9,3.25,5,11,2.807,2688,37,31,6969,257641,680,89,0,3022,5240,0,249198,17,0,5903,0,0,0,0,0,0,0,33,0
820000,108,13,21,210,53,12,3.369,5,11,2.858,2755,38,41,7175,264556,693,92,0,3098,5380,0,255881,17,0,6105,0,0,0,0,0,0,0,41,0
840000,114,10,20,208,50,9,3.695,5,12,3.145,2821,41,38,7389,271399,704,93,0,3177,5551,0,262477,17,0,6295,0,0,0,0,0,0,0,45,0
860000,130,7,21,194,50,7,3.596,6,12,3.17,2880,42,36,7588,278222,723,95,0,3253,5711,0,269079,17,0,6477,0,0,0,0,0,0,0,38,0
880000,120,12,16,204,46,11,3.632,5,9,2.824,2943,44,37,7801,284733,741,95,0,3328,5868,0,275349,18,0,6679,0,0,0,0,0,0,0,37,0
900000,144,12,22,174,39,11,3.64,5,10,2.94,2998,45,37,7995,290889,763,99,0,3404,6034,0,281290,19,0,6860,0,0,0,0,0,0,0,30,0
920000,114,10,39,189,55,8,3.508,6,15,3.296,3071,48,22,8207,297369,779,105,0,3471,6194,0,287518,19,0,7036,0,0,0,0,0,0,0,26,0
940000,153,6,43,150,57,6,3.048,5,11,2.847,3155,49,13,8385,304056,795,105,0,3563,6386,0,293952,19,0,7164,0,0,0,0,0,0,0,17,0
960000,131,11,48,162,52,10,3.21,5,13,3.055,3223,51,19,8564,310389,816,109,0,3640,6513,0,300059,19,0,7327,0,0,0,0,0,0,0,23,0
980000,125,13,28,186,49,12,3.377,5,12,3.182,3287,52,28,8775,316835,832,110,0,3715,6654,0,306278,19,0,7529,0,0,0,0,0,0,0,30,0
1000000,106,9,21,216,58,9,3.343,5,11,2.961,3354,52,34,8996,323315,853,111,0,3786,6791,0,312527,19,0,7740,0,0,0,0,0,0,0,35,0
