t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,237,90,141,172,1,19,10,10,2,0.881,41,2,0,72,490,128,0,0,70,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,160,121,127,231,1,22,9.522,10,5,1.629,68,3,1,118,718,195,0,0,127,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,157,127,106,250,2,22,9,10,5,1.709,114,3,0,172,928,253,0,0,206,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,132,125,103,280,2,25,9.407,10,5,1.568,158,3,2,231,1153,307,0,0,286,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,96,149,67,328,2,24,8.731,10,8,2.094,189,3,0,302,1340,376,0,0,348,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,96,144,65,335,2,23,9.08,10,6,1.793,223,5,3,360,1515,432,0,0,421,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,85,151,54,350,3,25,8.714,10,8,2.085,245,5,2,408,1651,483,0,0,476,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,88,143,56,353,0,24,9.375,10,4,1.392,268,5,1,466,1797,534,0,0,530,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,65,149,43,383,0,26,10,10,2,0.961,285,5,0,511,1907,574,0,0,563,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,77,146,36,381,0,31,9.71,10,4,1.344,317,6,3,565,2047,608,0,0,622,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
