t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
10000,88,38,4,670,185,33,2.872,7,22,2.869,270,8,227,814,8441,111,32,0,69,94,7639,18,0,0,0,0,0,0,0,0,0,0,0
20000,86,39,3,672,186,34,2.905,8,22,3.227,372,8,228,1135,15497,210,53,0,192,288,14394,18,0,0,0,0,0,0,0,0,0,0,0
30000,61,48,1,690,171,38,3.086,7,26,3.685,456,9,236,1444,23082,289,73,0,303,462,21682,19,0,0,0,0,0,0,0,0,0,0,0
40000,74,51,5,670,141,44,3.303,8,27,3.839,537,10,233,1739,29565,375,92,0,429,648,27878,19,0,0,0,0,0,0,0,0,0,0,0
50000,67,44,2,687,153,36,3.397,9,30,4.071,623,10,230,2057,35811,451,111,0,542,834,33834,19,0,0,0,0,0,0,0,0,0,0,0
60000,59,37,1,703,154,32,3.538,7,31,4.311,710,10,240,2387,41920,532,123,0,651,1038,39631,19,0,0,0,0,0,0,0,0,0,0,0
70000,84,48,3,665,131,39,3.576,7,34,4.386,801,12,225,2748,48898,619,146,0,784,1298,46255,19,0,0,0,0,0,0,0,0,0,0,0
80000,73,45,2,680,130,39,3.627,8,37,4.517,885,12,231,3079,54880,702,164,0,891,1503,51925,19,0,0,0,0,0,0,0,0,0,0,0
90000,67,46,0,687,129,37,3.777,8,34,4.64,955,14,236,3373,60933,781,179,0,991,1688,57696,19,0,0,0,0,0,0,0,0,0,0,0
100000,67,42,3,688,129,40,3.846,8,38,4.771,1028,14,237,3661,66468,852,188,0,1086,1878,62952,20,0,0,0,0,0,0,0,0,0,0,0
110000,73,38,2,687,133,32,3.915,8,43,4.744,1090,14,235,3933,72007,906,205,0,1175,2059,68242,21,0,0,0,0,0,0,0,0,0,0,0
120000,88,47,2,663,104,44,4.108,8,45,4.719,1153,14,238,4213,78136,971,227,0,1278,2261,74100,21,0,0,0,0,0,0,0,0,0,0,0
130000,72,49,4,675,116,43,3.881,8,41,4.664,1232,15,230,4551,84476,1057,250,0,1384,2481,80121,23,0,0,0,0,0,0,0,0,0,0,0
140000,72,43,0,684,130,34,3.933,8,39,4.683,1313,16,244,4879,90411,1132,269,0,1486,2695,85754,23,0,0,0,0,0,0,0,0,0,0,0
150000,83,50,4,663,104,47,3.947,8,35,4.621,1373,18,233,5163,96414,1196,282,0,1585,2898,91471,23,0,0,0,0,0,0,0,0,0,0,0
