t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,417,6,30,59,9,5,5.286,6,6,2.128,17,3,1,56,1290,15,0,0,7,25,11,1179,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,348,10,67,87,17,10,4.815,7,10,2.921,45,5,0,119,4206,38,4,0,34,98,24,3939,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,279,15,97,121,40,12,3.942,6,20,3.947,83,5,1,188,8191,74,5,0,70,167,41,7759,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,294,10,104,104,43,9,3.692,7,24,4.288,136,7,0,281,12770,117,12,0,138,331,63,12132,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,301,10,87,114,45,9,3.426,7,19,3.868,186,8,0,351,17231,149,16,0,199,467,93,16411,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,265,11,117,119,49,9,3.845,7,24,4.191,233,9,0,419,21819,178,21,0,254,570,113,20808,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,323,4,76,109,42,4,3.87,7,16,3.395,273,9,0,490,26668,217,23,0,320,722,131,25501,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,288,15,83,126,31,10,4.439,7,17,3.486,302,9,1,561,30975,254,24,0,372,812,150,29635,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,298,11,88,115,35,9,4.295,7,20,3.905,338,11,0,639,35588,292,26,0,428,936,175,34083,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,305,8,106,93,40,8,3.854,7,19,3.87,383,11,0,697,39805,327,29,0,486,1070,186,38117,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220000,312,7,96,97,39,7,3.913,7,15,3.497,425,11,2,753,43592,350,34,0,541,1201,207,41728,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,327,7,72,106,33,7,4.2,7,15,3.358,465,12,0,838,47799,391,39,0,600,1320,227,45775,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,293,17,85,117,27,13,4.4,7,17,3.809,497,13,0,913,52224,417,42,0,649,1417,243,50023,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,311,15,71,115,31,13,3.705,8,17,3.782,536,14,0,976,56660,460,43,0,700,1528,259,54316,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,300,13,95,104,36,10,3.891,8,19,4.069,578,14,0,1036,61144,496,44,0,754,1634,271,58630,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320000,340,8,70,94,29,8,3.973,8,23,4.337,615,16,0,1105,64762,533,49,0,816,1786,295,62089,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340000,351,13,61,87,20,8,4.75,8,19,4.111,647,16,0,1174,68111,559,52,0,867,1891,305,65299,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360000,298,11,88,115,31,9,4.675,9,22,4.182,684,17,0,1234,71655,601,58,0,902,1967,323,68691,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380000,292,10,80,130,38,9,4.128,9,21,4.011,721,18,1,1301,75510,633,60,0,950,2081,348,72379,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400000,305,8,94,105,39,8,4.021,8,20,3.854,764,19,2,1361,79487,675,63,0,1002,2211,371,76192,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420000,353,5,70,84,36,5,3.561,7,22,4.18,802,19,1,1426,83487,704,66,0,1057,2332,380,80073,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440000,337,13,69,93,34,12,3.196,6,16,3.657,837,19,0,1490,87433,725,69,0,1099,2413,391,83884,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460000,358,7,63,84,40,7,2.936,5,17,3.743,883,21,0,1565,91595,764,75,0,1155,2505,400,87927,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480000,383,3,58,68,38,3,2.976,5,20,4.025,924,21,1,1628,95367,793,82,0,1213,2595,407,91593,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500000,362,6,71,73,37,6,3.186,5,15,3.624,972,21,2,1708,99547,823,88,0,1261,2684,407,95623,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520000,360,3,69,80,40,3,3.349,6,14,3.483,1016,21,1,1763,103209,863,90,0,1314,2774,423,99140,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540000,351,6,66,89,38,6,3.364,7,21,3.87,1056,22,1,1838,106572,896,95,0,1360,2861,436,102376,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560000,361,6,64,81,33,6,3.462,7,21,4.128,1089,23,1,1906,109853,936,100,0,1408,2947,441,105546,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580000,396,8,42,66,18,6,3.958,7,13,3.287,1114,23,1,1956,113060,963,101,0,1453,3037,451,108655,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600000,358,8,49,97,31,8,3.538,7,19,3.958,1148,24,0,2021,116542,1004,106,0,1488,3095,486,112013,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620000,362,4,54,92,37,4,3.488,7,17,3.713,1180,24,0,2082,120956,1049,110,0,1526,3173,499,116321,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640000,343,9,50,110,27,9,3.972,7,15,3.652,1213,25,0,2151,124683,1077,113,0,1565,3246,519,119921,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660000,331,12,65,104,29,11,3.775,7,16,3.695,1246,25,0,2220,128596,1123,117,0,1605,3342,534,123694,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680000,327,8,77,100,33,8,4.098,7,21,4.153,1283,26,1,2281,132765,1171,118,0,1653,3434,556,127725,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700000,358,8,60,86,31,7,3.632,7,23,4.271,1320,27,2,2344,136694,1205,122,0,1705,3573,569,131506,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720000,369,6,57,80,29,6,3.657,7,19,4.05,1354,27,2,2411,140048,1227,128,0,1752,3671,588,134740,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740000,408,6,30,68,21,6,3.37,6,10,3.08,1390,27,1,2484,143477,1255,130,0,1804,3781,593,138050,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760000,397,5,39,71,25,5,3.4,6,14,3.376,1425,28,1,2539,146640,1281,131,0,1846,3849,603,141095,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780000,383,2,55,72,34,2,3.472,6,15,3.614,1463,28,2,2604,149767,1312,133,0,1890,3927,612,144087,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800000,398,4,42,68,33,3,3.028,6,15,3.462,1503,29,0,2668,153099,1340,135,0,1937,4024,626,147294,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820000,382,7,42,81,30,6,3.222,6,13,3.471,1540,30,0,2731,156725,1375,135,0,1979,4096,649,150794,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840000,369,9,49,85,23,9,3.688,6,14,3.524,1585,32,0,2803,160585,1420,138,0,2034,4204,689,154479,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860000,402,6,23,81,22,5,3.704,6,13,3.468,1620,33,1,2881,163909,1452,143,0,2082,4318,712,157681,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
