t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,undocks
5000,768,10,3,19,0,5,3.4,5,5,2.322,8,2,8,5,43,0,0,0,24,0
10000,746,9,21,24,8,7,2.733,5,4,1.782,24,3,8,10,99,0,0,0,51,0
15000,720,20,16,44,9,12,2.762,5,6,2.259,46,3,6,21,177,0,0,0,85,0
20000,718,12,38,32,16,10,2.577,5,6,1.977,92,5,3,32,293,0,0,0,151,0
25000,751,5,29,15,13,4,2.529,4,5,2.043,133,7,7,42,386,0,0,0,220,0
30000,739,9,29,23,17,8,2.08,3,4,1.371,174,8,6,56,485,0,0,0,272,0
35000,756,11,10,23,6,10,2.063,3,3,1.248,202,8,5,68,553,0,0,0,311,0
40000,761,5,16,18,13,3,2.125,3,3,1.061,240,8,5,78,629,0,0,0,350,0
45000,787,1,3,9,4,1,2.4,3,2,0.971,255,8,8,83,666,0,0,0,381,0
50000,779,2,13,6,7,2,2.111,3,2,0.503,271,8,7,87,705,0,0,0,396,0
55000,790,2,4,4,2,2,2,2,1,0,279,8,9,91,723,0,0,0,410,0
60000,786,2,8,4,4,2,2,2,1,0,291,8,9,94,748,0,0,0,420,0
65000,779,3,12,6,6,3,2,2,1,0,310,8,8,101,790,0,0,0,436,0
70000,779,3,10,8,6,3,2,2,1,0,326,9,8,107,825,0,0,0,452,0
75000,778,4,6,12,5,4,2,2,1,0,349,10,8,114,874,0,0,0,475,0
80000,775,3,12,10,8,3,2,2,1,0,379,12,6,123,939,0,0,0,503,0
85000,798,0,2,0,1,0,2,2,1,0,387,12,10,124,956,0,0,0,521,0
90000,800,0,0,0,0,0,0,0,0,0,387,12,10,124,956,0,0,0,522,0
95000,800,0,0,0,0,0,0,0,0,0,387,12,10,124,956,0,0,0,522,0
100000,800,0,0,0,0,0,0,0,0,0,387,12,10,124,956,0,0,0,522,0
