t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,190,1,0,9,1,1,3.5,4,2,1,2,2,33,9,483,2,1,2,3,9,0,474,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
40000,156,3,4,37,8,3,3.364,4,4,1.617,16,6,4,54,1573,6,1,2,8,22,0,1516,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
60000,144,2,25,29,13,2,3.467,4,2,0.997,35,8,2,87,2935,17,1,2,24,56,0,2816,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
80000,164,2,9,25,8,2,3.3,4,3,1.361,45,9,3,124,4080,18,1,2,40,92,0,3929,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
100000,145,3,20,32,15,3,2.722,5,5,1.745,62,10,1,152,5435,22,2,2,51,109,0,5238,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
120000,138,1,20,41,19,1,2.95,5,4,1.815,86,11,1,194,7108,27,2,2,73,140,0,6851,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
140000,146,0,13,41,18,0,3,5,5,2.113,102,11,0,229,8824,34,3,2,93,173,0,8523,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
160000,137,5,17,41,12,4,3.563,5,5,2.022,113,12,1,265,10475,38,3,2,110,195,0,10126,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
180000,138,1,18,43,17,1,3.333,5,8,2.795,133,12,1,311,12178,45,4,2,133,245,0,11760,3,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
200000,134,2,15,49,13,2,4,5,6,2.063,142,13,0,352,13785,48,5,2,146,272,0,13323,3,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
220000,144,4,11,41,8,4,3.75,5,4,1.65,158,14,0,394,15290,53,6,2,170,331,0,14755,3,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
240000,133,4,25,38,10,4,3.857,6,5,2.006,173,14,1,422,16458,56,7,9,186,368,0,15860,3,0,2,0,0,1,0,0,0,0,0,0,8,12,0,0
260000,140,4,11,44,8,3,4.273,6,4,1.868,183,15,0,463,17927,60,8,28,202,399,0,17286,3,0,2,0,0,1,0,0,0,0,0,0,26,31,0,0
280000,150,4,7,39,11,2,3.077,5,4,1.922,196,16,3,501,19278,64,9,48,221,437,0,18589,3,0,2,0,0,1,0,0,0,0,0,0,45,50,0,0
300000,130,3,22,45,16,3,3.316,5,5,1.97,216,17,1,542,20946,67,9,62,242,463,0,20192,4,0,2,0,0,0,0,0,0,0,0,0,0,63,0,0
320000,135,2,20,43,20,2,2.818,5,4,1.837,232,17,1,579,22438,69,9,62,261,498,0,21636,5,0,2,0,0,0,0,0,0,0,0,0,0,63,0,0
340000,161,1,9,29,12,1,2.692,5,4,1.738,251,17,4,620,24456,78,9,62,290,547,0,23602,5,0,2,0,0,0,0,0,0,0,0,0,0,63,0,0
360000,171,1,4,24,9,1,2.8,3,2,0.722,268,19,4,661,25526,80,9,62,312,580,0,24627,6,0,2,0,0,0,0,0,0,0,0,0,0,63,0,0
380000,155,2,11,32,13,2,2.733,3,2,0.837,285,20,1,699,27079,82,9,62,325,601,0,26130,6,0,2,0,0,0,0,0,0,0,0,0,0,63,0,0
400000,130,2,22,46,20,2,2.955,4,4,1.085,307,21,2,745,28827,85,11,92,342,628,0,27810,6,0,2,0,1,0,13,4,3,0,0,1,30,93,0,0
420000,147,2,7,44,15,2,2.941,3,2,0.323,325,23,1,793,30705,89,11,92,366,673,0,29635,6,0,2,0,1,0,10,0,0,0,0,0,30,93,0,0
440000,153,2,12,33,13,2,2.867,3,3,0.7,347,23,1,837,32627,90,11,92,390,719,0,31495,7,0,2,0,1,0,8,2,0,0,0,0,30,93,0,0
460000,144,1,15,40,18,1,2.895,3,3,0.591,367,24,0,876,34224,93,11,92,407,749,0,33036,7,0,2,0,1,0,11,1,0,0,0,0,30,93,0,0
480000,145,2,14,39,18,2,2.65,3,3,1.279,385,25,1,904,35873,96,12,92,426,780,0,34637,7,0,2,0,1,0,10,5,1,0,0,0,30,93,0,0
500000,147,2,15,36,17,2,2.632,3,3,1.312,403,26,1,938,37584,100,12,92,447,811,0,36298,7,0,2,0,1,0,12,0,0,0,0,0,30,93,0,0
520000,141,1,17,41,23,1,2.417,3,4,1.736,428,27,0,986,39667,103,12,92,472,842,0,38321,8,0,2,0,1,0,8,2,2,0,0,1,30,93,0,0
540000,146,1,18,35,19,1,2.65,3,3,1.236,453,28,1,1019,41340,108,12,92,502,881,0,39931,9,0,2,0,1,0,10,3,4,0,0,1,30,93,0,0
560000,122,2,1,75,24,2,2.846,3,3,0.991,486,29,29,1126,43938,114,13,92,530,924,0,42433,9,0,114,0,1,0,11,2,0,0,2,0,30,93,0,0
580000,125,4,6,65,19,4,2.957,3,2,0.258,514,30,4,1203,46824,124,13,92,562,981,0,45233,9,0,139,0,1,0,11,8,3,0,0,1,30,93,0,0
600000,117,1,24,58,27,1,2.893,4,3,1.027,540,31,0,1245,49204,132,15,92,587,1023,0,47542,10,0,139,0,1,0,12,4,3,0,0,1,30,93,0,0
620000,157,2,7,34,12,2,2.786,4,4,1.809,553,31,3,1282,51026,138,15,92,617,1074,0,49323,10,0,139,0,1,0,17,2,0,0,0,0,30,93,0,0
640000,146,1,15,38,17,1,2.944,4,4,1.765,579,32,0,1328,52736,142,15,92,640,1113,0,50959,10,0,139,0,1,0,14,2,3,0,0,1,30,93,0,0
660000,132,2,16,50,23,2,2.56,4,4,1.774,597,32,0,1364,54511,143,16,92,656,1136,0,52682,10,0,139,0,1,0,15,5,2,0,0,1,30,93,0,0
680000,163,0,9,28,13,0,2.846,4,6,2.346,614,33,1,1400,56087,147,19,92,688,1180,0,54218,11,0,139,0,1,0,14,1,0,0,0,0,30,93,0,0
700000,163,2,10,25,10,2,2.75,4,5,2.189,629,34,1,1435,57151,150,19,92,706,1208,0,55238,12,0,139,0,1,0,18,3,0,0,0,0,30,93,0,0
720000,165,2,12,21,9,2,2.818,4,4,1.868,644,34,1,1470,58539,154,21,92,723,1239,0,56583,13,0,139,0,1,0,10,0,0,0,0,0,30,93,0,0
740000,153,1,13,33,13,1,3.143,4,3,1.379,662,35,1,1510,59966,157,21,92,737,1262,0,57961,13,0,139,0,1,0,10,1,0,0,0,0,30,93,0,0
760000,141,2,16,41,17,1,3.167,4,3,1.053,681,36,1,1548,61667,160,21,92,754,1295,0,59601,14,0,139,0,1,0,11,0,0,0,0,0,30,93,0,0
780000,137,1,19,43,20,1,2.952,4,4,1.641,703,37,0,1586,63569,162,21,92,774,1335,0,61442,16,0,139,0,1,0,4,2,0,0,0,0,30,93,0,0
800000,147,0,22,31,18,0,2.944,3,2,0.31,722,38,1,1620,65369,167,23,92,797,1382,0,63184,16,0,139,0,1,0,11,0,3,0,0,1,30,93,0,0
820000,142,3,11,44,18,3,2.571,3,4,1.664,739,39,0,1669,67083,173,23,92,818,1409,0,64845,16,0,139,0,1,0,9,1,0,0,0,0,30,93,0,0
