t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,263,88,131,158,2,17,9.526,10,4,1.373,24,2,1,63,383,104,0,0,37,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,193,112,115,220,2,17,9.158,10,4,1.295,47,2,1,132,579,165,0,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,210,104,131,195,2,20,8.682,10,8,2.14,95,3,2,178,806,230,0,0,189,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,227,103,112,198,4,18,8.409,10,7,2.178,134,3,0,240,1037,292,0,0,293,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,145,122,136,237,1,23,9.25,10,6,1.811,160,4,3,294,1301,357,0,0,360,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,133,129,115,263,3,26,8.966,10,7,1.985,196,4,1,345,1484,415,0,0,429,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,88,147,90,315,0,25,10,10,2,0.999,220,4,1,418,1670,477,0,0,483,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,88,144,55,353,0,27,9.519,10,4,1.38,233,4,0,477,1744,502,0,0,518,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,139,125,107,269,6,18,8.625,10,5,1.833,286,5,1,533,1996,562,0,0,632,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,107,148,84,301,1,28,8.621,10,8,2.146,320,5,1,599,2187,619,0,0,692,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
