t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
10000,458,7,13,34,2,5,5.714,7,6,2.522,8,2,8,25,690,7,2,0,5,10,5,641,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,407,5,35,65,19,5,3.792,7,12,3.407,30,3,5,76,2071,21,2,0,18,43,19,1922,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,318,6,84,104,46,5,3.431,6,18,3.836,57,4,3,126,4130,43,5,0,29,59,28,3866,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,316,14,43,139,35,12,3.553,6,18,3.813,78,5,2,206,6833,72,8,0,50,99,37,6486,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,297,14,83,118,41,13,3.389,6,21,3.95,108,5,1,260,9209,89,10,0,82,157,41,8729,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,298,10,72,132,52,9,3.098,6,21,3.945,138,5,0,320,11740,107,13,0,111,200,49,11152,6,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,313,8,77,114,58,6,2.844,5,19,3.71,186,6,1,382,14206,128,16,0,157,286,49,13483,9,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,367,6,49,90,47,4,2.686,5,13,3.083,222,7,1,443,16753,151,17,0,202,364,54,15930,9,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,405,5,33,69,36,5,2.39,5,9,2.421,258,7,2,502,19276,170,19,0,243,428,56,18372,10,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,425,2,17,68,33,2,2.371,5,8,2.291,286,7,2,562,21380,190,21,0,264,452,56,20415,10,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,387,5,43,77,40,5,2.511,5,10,2.414,325,8,1,616,23788,208,25,0,279,468,56,22725,10,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,383,7,41,81,42,7,2.408,5,13,2.827,356,8,4,678,25982,223,28,0,306,507,56,24835,12,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,386,5,40,81,43,5,2.438,6,13,2.868,389,8,1,736,28520,246,32,0,332,540,56,27299,14,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,350,6,63,93,53,5,2.586,5,19,3.272,433,9,2,789,31031,262,40,0,358,569,56,29701,14,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,360,5,59,88,55,5,2.4,4,17,3.234,474,9,2,841,33545,277,43,0,392,612,56,32127,15,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,386,6,39,81,45,6,2.294,4,13,3.149,501,10,2,897,36188,292,48,0,417,636,56,34708,15,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,394,3,32,83,46,3,2.306,4,12,3.066,539,11,2,958,38784,321,49,0,454,672,56,37223,15,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,404,3,34,71,43,3,2.261,4,10,2.894,582,11,1,1015,41298,340,51,0,484,704,56,39645,18,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,399,3,44,66,47,2,2.163,4,12,2.802,618,12,1,1070,43448,358,54,0,515,745,56,41709,21,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,426,2,26,58,36,2,2.184,4,10,2.826,652,12,3,1112,45337,366,56,0,550,785,56,43523,21,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
