t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts
20000,132,233,59,616,9,56,6.985,8,19,2.892,153,6,50,625,1443,383,12,0,252,190,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,78,241,76,645,2,63,7.4,8,19,2.803,277,8,49,1060,2259,595,21,0,608,433,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,155,213,76,596,12,60,6.333,8,26,3.647,434,9,38,1559,3141,817,29,0,1033,773,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,88,240,71,641,4,58,7.355,8,25,3.482,597,9,45,2118,4174,1074,39,0,1469,1099,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,67,234,79,660,8,66,7.27,10,29,3.783,772,10,44,2690,5212,1325,44,0,1915,1468,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,51,249,62,678,3,61,7.547,10,27,3.878,893,10,46,3176,6088,1524,52,0,2295,1780,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,102,233,67,638,3,64,7.507,10,23,3.364,1064,11,49,3673,7067,1746,58,0,2747,2132,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,64,258,66,652,5,61,7.303,10,21,3.209,1216,12,53,4201,8097,1983,66,0,3179,2493,1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,132,213,78,617,8,60,7.029,10,30,4.091,1385,13,43,4735,9043,2220,77,0,3622,2857,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,93,241,76,630,6,63,7.058,10,25,3.659,1527,13,50,5214,9975,2437,85,0,4021,3179,2177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220000,89,241,84,626,6,59,7.215,10,26,3.588,1648,13,48,5672,10817,2654,91,0,4391,3474,2361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,81,258,59,642,6,57,7.492,10,19,3.172,1818,14,56,6210,11827,2896,105,0,4841,3839,2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,109,234,72,625,3,63,7.273,10,23,3.272,1983,16,45,6784,12871,3134,117,0,5301,4228,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,72,235,80,653,8,63,7.366,10,28,3.651,2124,16,48,7305,13797,3377,124,0,5692,4533,2982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,65,250,75,650,5,59,7.844,10,25,3.776,2291,16,52,7901,14875,3629,132,0,6168,4906,3178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320000,109,224,79,628,10,60,7.171,10,31,4.176,2452,16,50,8454,15849,3850,139,0,6629,5267,3363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340000,139,219,66,616,10,55,7.092,10,26,3.807,2621,18,37,9031,16917,4117,155,0,7120,5645,3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360000,79,257,65,639,4,55,7.678,13,27,3.941,2737,20,51,9461,17728,4309,162,0,7440,5930,3773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380000,33,247,78,682,0,60,7.933,15,29,4.153,2867,20,47,9942,18572,4528,166,0,7788,6216,3926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400000,92,226,85,637,6,64,7.129,10,37,4.666,3011,20,48,10435,19449,4734,167,0,8195,6556,4083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420000,88,229,81,642,18,59,6.701,12,36,4.582,3166,21,38,10973,20415,4946,171,0,8620,6906,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440000,96,229,99,616,7,49,7.214,11,25,4.151,3339,21,46,11618,21588,5210,180,0,9156,7312,4495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460000,132,203,103,602,12,57,6.913,10,34,4.632,3530,23,41,12233,22683,5469,189,0,9642,7738,4734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480000,82,233,88,637,8,59,7.328,10,29,4.329,3692,26,44,12814,23725,5714,193,0,10086,8093,4919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500000,97,238,84,621,6,62,7.162,10,35,4.636,3847,26,46,13318,24623,5933,201,0,10505,8415,5071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
