t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,438,11,8,55,5,7,4.333,8,7,2.585,17,2,52,76,536,0,0,0,20,32,0,424,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,391,12,15,94,24,10,3.059,5,8,2.38,93,7,35,290,2164,6,3,0,107,146,0,1788,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,329,20,28,135,35,19,2.759,6,12,2.703,208,8,27,573,4500,15,6,0,235,305,0,3752,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,380,15,22,95,33,15,2.417,5,7,2.073,347,11,32,859,7204,23,8,0,407,513,0,6095,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000,427,8,18,59,29,8,2.081,3,4,1.345,468,14,40,1063,9450,27,9,0,543,653,0,8074,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,360,8,20,124,64,8,2,2,3,0.646,632,19,29,1343,11983,32,9,0,669,765,0,10266,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000,400,10,12,90,40,10,2.04,3,5,0.562,791,21,33,1606,15236,42,13,0,843,925,0,13183,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,403,5,13,91,47,5,2,2,1,0,938,23,34,1865,17806,48,14,0,982,1053,0,15446,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45000,392,10,17,92,44,10,2.019,3,2,0.133,1094,24,36,2108,20363,57,16,0,1124,1188,0,17677,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,385,8,21,98,50,8,2.052,3,2,0.294,1254,28,33,2366,22931,67,19,0,1273,1326,0,19913,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000,367,15,23,107,43,15,2.207,3,2,0.736,1423,31,32,2661,25742,72,21,0,1443,1482,0,22334,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,390,5,25,92,52,5,2.035,3,4,0.549,1607,35,32,2972,28848,82,23,0,1630,1669,0,25054,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
