t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
20000,141,32,12,327,34,27,4.705,7,9,2.254,67,5,45,381,6838,18,2,0,24,43,0,6420,3,0,0,0,0,0,0,0,0,0,0,0
40000,93,35,4,380,49,29,4.474,7,15,2.989,139,7,53,738,17880,45,8,0,116,254,0,17112,3,0,0,0,0,0,0,0,0,0,0,0
60000,83,33,8,388,56,27,4.301,7,17,3.483,223,8,46,1100,29089,74,13,0,227,503,0,27952,4,0,0,0,0,0,0,0,0,0,0,0
80000,103,31,2,375,55,27,4.28,7,18,3.621,299,10,51,1445,40303,94,18,0,334,756,0,38828,4,0,0,0,0,0,0,0,0,0,0,0
100000,93,20,11,388,83,18,3.673,7,16,3.125,404,12,49,1856,51725,129,19,0,455,1036,0,49835,5,0,0,0,0,0,0,0,0,0,0,0
120000,105,21,2,384,80,20,3.62,8,15,3.195,499,12,44,2242,63955,158,23,0,589,1293,0,61678,5,0,0,0,0,0,0,0,0,0,0,0
140000,107,22,5,378,85,19,3.538,8,13,2.874,626,13,52,2679,77137,188,25,0,736,1597,0,74412,6,0,0,0,0,0,0,0,0,0,0,0
160000,100,22,8,382,83,17,3.63,6,14,2.505,730,14,52,3074,89505,220,29,0,861,1862,0,86384,6,0,0,0,0,0,0,0,0,0,0,0
180000,121,24,6,361,77,21,3.449,6,11,2.77,837,15,51,3472,100911,245,29,0,997,2152,0,97380,6,0,0,0,0,0,0,0,0,0,0,0
200000,102,13,5,392,98,12,3.491,6,13,2.687,957,18,54,3884,113870,284,34,0,1125,2408,0,109939,6,0,0,0,0,0,0,0,0,0,0,0
220000,86,21,1,404,94,19,3.442,6,12,2.606,1077,20,53,4305,127530,320,36,0,1267,2676,0,123171,6,0,0,0,0,0,0,0,0,0,0,0
240000,105,21,5,381,89,20,3.312,6,11,2.696,1192,22,51,4716,140080,342,41,0,1404,2975,0,135301,6,0,0,0,0,0,0,0,0,0,0,0
260000,99,15,9,389,100,15,3.304,5,14,2.726,1327,22,49,5180,153461,362,43,0,1563,3272,0,148217,7,0,0,0,0,0,0,0,0,0,0,0
280000,97,23,4,388,92,22,3.281,5,12,2.67,1446,23,49,5587,166662,395,45,0,1706,3536,0,161004,7,0,0,0,0,0,0,0,0,0,0,0
300000,110,22,5,375,95,20,3.13,5,11,2.609,1563,26,45,5987,179476,422,46,0,1845,3814,0,173411,7,0,0,0,0,0,0,0,0,0,0,0
