t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,408,14,23,67,33,12,2,2,2,0.722,99,5,34,170,984,3,0,0,51,54,0,1752,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
10000,426,10,16,60,27,10,2.027,3,4,1.284,272,8,40,428,2640,10,2,0,174,167,0,4721,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
15000,399,19,20,74,30,17,2,2,1,0,474,11,27,720,4586,12,3,0,297,275,0,8071,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
20000,382,14,33,83,45,13,2,2,1,0,678,17,33,1020,6473,19,3,0,419,381,0,11404,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
25000,384,22,19,87,32,21,2,2,2,0.451,894,22,28,1338,8647,28,4,0,556,509,0,15210,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
30000,394,15,35,68,37,14,2.02,3,3,0.46,1125,26,23,1646,10799,33,5,0,714,653,0,19067,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
35000,393,15,32,72,39,13,2,2,3,0.526,1353,29,29,1981,13103,40,6,0,861,789,0,23266,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
40000,437,7,18,50,27,7,2,2,2,0.191,1529,29,39,2244,14803,43,7,0,992,911,0,26270,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45000,399,17,35,61,32,16,2,2,3,0.809,1738,33,36,2538,16765,47,7,0,1120,1028,0,29693,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
50000,391,13,28,80,43,11,2,2,3,0.605,1968,34,29,2870,19037,55,9,0,1263,1155,0,33768,0,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
55000,425,5,17,65,36,5,2,2,3,0.807,2208,34,30,3203,21272,61,11,0,1411,1291,0,37804,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
60000,410,14,15,73,31,13,2,2,1,0,2421,39,36,3518,23447,64,11,0,1544,1412,0,41500,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
