t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,undocks
5000,626,39,14,121,19,34,2.377,6,2,0.451,47,6,281,97,150,0,0,0,0,0
10000,102,169,16,513,86,157,2.132,6,2,0.209,237,8,263,489,674,0,0,0,0,0
15000,3,196,0,601,95,184,2.115,6,2,0.188,273,8,298,577,773,0,0,0,0,0
20000,0,197,0,603,95,185,2.114,6,2,0.187,274,8,300,579,776,0,0,0,0,0
25000,0,197,0,603,95,185,2.114,6,2,0.187,274,8,300,579,776,0,0,0,0,0
30000,0,197,0,603,95,185,2.114,6,2,0.187,274,8,300,579,776,0,0,0,0,0
35000,0,197,0,603,95,185,2.114,6,2,0.187,274,8,300,579,776,0,0,0,0,0
40000,0,197,0,603,95,185,2.114,6,2,0.187,274,8,300,579,776,0,0,0,0,0
45000,0,197,0,603,95,185,2.114,6,2,0.187,274,8,300,579,776,0,0,0,0,0
50000,0,197,0,603,95,185,2.114,6,2,0.187,274,8,300,579,776,0,0,0,0,0
55000,0,197,0,603,95,185,2.114,6,2,0.187,274,8,300,579,776,0,0,0,0,0
60000,0,197,0,603,95,185,2.114,6,2,0.187,274,8,300,579,776,0,0,0,0,0
65000,0,197,0,603,95,185,2.114,6,2,0.187,274,8,300,579,776,0,0,0,0,0
70000,0,197,0,603,95,185,2.114,6,2,0.187,274,8,300,579,776,0,0,0,0,0
75000,0,197,0,603,95,185,2.114,6,2,0.187,274,8,300,579,776,0,0,0,0,0
80000,0,197,0,603,95,185,2.114,6,2,0.187,274,8,300,579,776,0,0,0,0,0
85000,0,197,0,603,95,185,2.114,6,2,0.187,274,8,300,579,776,0,0,0,0,0
90000,0,197,0,603,95,185,2.114,6,2,0.187,274,8,300,579,776,0,0,0,0,0
95000,0,195,0,605,98,183,2.114,6,2,0.187,275,8,300,581,776,0,0,0,0,0
100000,0,195,0,605,98,183,2.114,6,2,0.187,275,8,300,581,776,0,0,0,0,0
