t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
10000,617,10,0,173,43,7,3.36,8,15,3.257,61,3,284,209,3700,59,17,0,17,37,0,3544,23,0,0,0,0,0,0,0,0,0,0,0
20000,401,19,2,378,86,18,3.413,10,27,3.801,159,6,283,557,14350,194,41,0,68,130,0,13881,35,0,0,0,0,0,0,0,0,0,0,0
30000,280,22,4,494,108,20,3.609,10,34,4.286,240,6,292,882,26687,343,74,0,137,269,0,25931,41,0,0,0,0,0,0,0,0,0,0,0
40000,259,27,0,514,102,22,3.815,9,35,4.423,304,7,285,1167,38181,476,97,0,219,450,0,37166,44,0,0,0,0,0,0,0,0,0,0,0
50000,259,23,1,517,97,20,4.06,9,37,4.677,365,7,284,1467,48789,598,124,0,297,667,0,47504,46,0,0,0,0,0,0,0,0,0,0,0
60000,245,15,5,535,108,14,4.205,9,37,4.74,428,9,286,1727,59278,716,143,0,371,837,0,57760,52,0,0,0,0,0,0,0,0,0,0,0
70000,290,21,2,487,86,19,4.257,10,38,4.769,486,9,292,2001,70318,856,175,0,452,1075,0,68561,56,0,0,0,0,0,0,0,0,0,0,0
80000,259,23,2,516,81,19,4.79,12,43,4.949,541,10,287,2282,80731,994,198,0,523,1256,0,78715,57,0,0,0,0,0,0,0,0,0,0,0
90000,205,27,0,568,80,25,4.876,9,44,4.999,592,10,288,2572,90277,1112,217,0,586,1432,0,87999,63,0,0,0,0,0,0,0,0,0,0,0
100000,216,21,1,562,85,19,4.913,10,45,5.066,636,10,288,2798,99515,1227,232,0,639,1611,0,97036,66,0,0,0,0,0,0,0,0,0,0,0
110000,224,25,3,548,82,20,4.941,10,46,5.178,683,11,289,3020,109866,1376,248,0,694,1790,0,107182,70,0,0,0,0,0,0,0,0,0,0,0
120000,196,23,2,579,87,19,5.019,9,54,5.396,732,12,293,3310,118251,1501,276,0,761,1981,0,115306,70,0,0,0,0,0,0,0,0,0,0,0
130000,223,30,2,545,72,27,4.869,9,47,5.162,772,12,283,3544,126538,1611,292,0,824,2186,0,123368,71,0,0,0,0,0,0,0,0,0,0,0
140000,243,25,1,531,85,21,4.764,9,47,5.281,833,13,283,3828,135995,1731,315,0,901,2407,0,132577,75,0,0,0,0,0,0,0,0,0,0,0
150000,257,37,6,500,69,30,4.434,9,45,5.002,886,13,285,4096,146535,1849,334,0,972,2635,0,142856,78,0,0,0,0,0,0,0,0,0,0,0
