t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,286,88,89,177,3,17,7.9,10,8,2.522,31,2,0,67,405,103,0,0,44,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,213,97,119,211,3,21,8.708,10,5,1.727,84,3,1,130,724,184,0,0,146,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,115,135,87,303,1,28,8.966,10,6,1.818,100,4,4,187,916,250,0,0,182,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,128,129,94,289,1,24,9.32,10,5,1.594,134,4,2,236,1110,300,0,0,258,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,104,130,95,311,4,28,8.438,10,8,2.163,179,4,2,294,1325,367,0,0,328,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,115,132,83,310,0,24,9.625,10,4,1.408,214,5,2,348,1514,422,0,0,411,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,110,140,60,330,6,24,8.067,10,10,2.534,247,5,5,402,1655,472,0,0,472,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,129,139,85,287,0,25,10,10,2,0.999,309,5,1,453,1924,546,0,0,585,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,79,161,41,359,0,27,9.556,10,5,1.55,313,5,1,502,2009,585,0,0,602,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,86,152,37,365,1,26,9.704,10,4,1.371,335,5,4,561,2120,617,0,0,650,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
