t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
10000,419,16,2,363,107,14,2.843,7,15,3.082,147,8,264,434,5440,54,22,0,35,52,0,5051,23,0,0,0,0,0,0,0,0,0,0,0
20000,207,28,0,564,144,24,3.143,8,25,3.686,283,9,286,893,15807,190,47,0,139,207,0,14978,28,0,0,0,0,0,0,0,0,0,0,0
30000,170,29,2,599,139,24,3.454,8,33,4.181,375,11,282,1233,24936,291,66,0,253,398,0,23781,29,0,0,0,0,0,0,0,0,0,0,0
40000,154,31,0,615,130,28,3.633,8,34,4.317,449,11,281,1512,33344,391,84,0,337,574,0,31927,30,0,0,0,0,0,0,0,0,0,0,0
50000,142,39,3,616,115,32,3.857,9,38,4.549,517,11,288,1806,41818,491,112,0,429,775,0,40123,31,0,0,0,0,0,0,0,0,0,0,0
60000,152,42,1,605,110,33,3.832,8,39,4.582,592,12,279,2143,49794,589,133,0,538,1012,0,47781,32,0,0,0,0,0,0,0,0,0,0,0
70000,166,25,0,609,113,25,4.065,10,38,4.541,654,12,289,2403,57221,675,151,0,626,1180,0,54982,33,0,0,0,0,0,0,0,0,0,0,0
80000,163,33,1,602,111,27,4.065,9,38,4.579,720,13,289,2686,65533,789,163,0,710,1383,0,63016,36,0,0,0,0,0,0,0,0,0,0,0
90000,147,38,3,612,108,33,4.05,9,38,4.611,784,15,287,2960,73291,898,175,0,793,1567,0,70505,38,0,0,0,0,0,0,0,0,0,0,0
100000,163,29,3,605,123,24,3.905,9,37,4.387,863,15,291,3266,81561,1010,201,0,881,1789,0,78502,40,0,0,0,0,0,0,0,0,0,0,0
110000,167,33,3,597,111,30,3.915,9,41,4.493,942,15,277,3586,90623,1130,229,0,985,2015,0,87266,41,0,0,0,0,0,0,0,0,0,0,0
120000,172,44,0,584,96,36,4,9,43,4.709,1009,16,288,3898,98613,1230,243,0,1093,2227,0,94951,42,0,0,0,0,0,0,0,0,0,0,0
130000,185,33,3,579,101,28,4.209,8,45,4.902,1079,16,280,4202,106440,1336,265,0,1190,2441,0,102502,44,0,0,0,0,0,0,0,0,0,0,0
140000,200,37,1,562,91,32,4.252,9,42,4.816,1133,17,294,4478,114073,1425,287,0,1274,2651,0,109882,46,0,0,0,0,0,0,0,0,0,0,0
150000,173,24,0,603,112,21,4.308,9,44,4.873,1199,18,289,4776,122631,1529,302,0,1349,2832,0,118171,48,0,0,0,0,0,0,0,0,0,0,0
