t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts
10000,892,6,1,101,5,7,4.5,6,3,1.384,12,2,94,53,1230,10,0,0,8,20,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,752,9,0,239,5,22,4.037,6,6,1.782,37,4,96,151,4006,32,0,0,20,50,0,5071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,580,19,0,401,3,39,3.905,6,10,2.39,72,5,97,295,7356,74,0,0,48,109,0,9526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,529,13,1,457,11,45,3.804,6,13,2.937,104,6,86,416,11082,134,0,0,91,194,0,14274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,524,18,0,458,6,47,3.811,4,12,2.76,135,6,91,532,15086,188,0,0,138,298,0,19339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,430,26,1,543,12,55,3.701,4,13,3.108,187,6,90,731,20126,254,0,0,192,403,0,25504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,320,26,9,645,20,65,3.635,4,18,3.44,245,7,91,938,26202,315,0,0,255,510,0,32605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,374,17,5,604,18,58,3.566,4,14,3.228,303,8,93,1148,33199,395,0,0,357,703,0,40758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,358,10,3,629,24,56,3.388,4,17,3.766,367,9,88,1366,40569,460,0,0,439,859,0,49276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,322,17,9,652,18,56,3.311,4,19,3.854,437,9,93,1607,48061,518,0,0,526,1017,0,57817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
