t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts
20000,345,13,4,150,16,10,5.077,7,9,2.868,27,4,52,167,2318,19,3,0,11,31,0,2137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,653,652,0,0,0
40000,251,19,5,237,27,17,4.591,7,19,3.816,78,5,58,415,7529,79,7,0,61,137,0,7090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2587,2578,0,0,4
60000,215,18,3,276,40,14,4.278,7,22,4.181,137,7,56,676,13215,140,8,0,129,292,0,12518,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3982,3967,0,0,5
80000,204,12,5,291,47,15,4.161,7,26,4.359,198,8,55,944,19855,186,12,0,199,472,0,18901,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5387,5373,0,0,6
100000,228,12,2,270,52,13,3.708,7,28,4.592,258,9,54,1212,26715,247,20,0,279,676,0,25497,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7108,7090,0,0,8
120000,223,21,3,265,39,22,3.902,7,30,4.537,321,10,57,1463,33430,296,26,0,362,854,0,31955,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8591,8576,0,0,8
140000,203,14,1,294,45,17,4.097,8,21,3.832,384,12,56,1736,40737,360,30,0,441,1027,0,38992,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10159,10145,0,0,8
160000,190,14,2,306,53,15,4,9,26,4.369,452,12,55,2010,47889,410,34,0,526,1204,0,45874,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11649,11632,0,0,9
180000,224,16,1,271,35,18,4.264,9,28,4.504,508,13,57,2264,54461,461,39,0,614,1407,0,52193,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14019,13993,0,0,9
200000,206,13,4,289,44,16,4.15,8,29,4.415,564,16,56,2508,60486,512,43,0,684,1560,0,57976,7,0,0,0,0,0,0,0,0,0,0,0,0,0,16288,16265,0,0,9
