t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
20000,472,3,6,31,13,2,2.333,5,4,1.237,16,4,57,33,1777,2,2,0,4,11,0,1744,4,0,0,0,0,0,0,0,0,0,0,0
40000,338,5,2,167,78,5,2.036,3,3,0.258,182,9,55,369,10785,66,6,0,103,115,0,10416,5,0,0,0,0,0,0,0,0,0,0,0
60000,325,3,0,184,84,3,2.115,3,4,0.704,309,11,53,632,19940,157,13,0,225,239,0,19315,5,0,0,0,0,0,0,0,0,0,0,0
80000,296,9,2,205,90,9,2.071,3,4,0.603,422,12,54,859,30297,246,16,0,329,345,0,29434,5,0,0,0,0,0,0,0,0,0,0,0
100000,306,10,0,196,83,10,2.086,3,4,0.617,527,15,54,1075,40406,309,22,0,441,462,0,39327,6,0,0,0,0,0,0,0,0,0,0,0
120000,330,3,6,173,83,3,2.081,3,4,0.768,631,18,53,1280,50605,385,26,0,554,576,0,49320,6,0,0,0,0,0,0,0,0,0,0,0
140000,326,3,3,180,86,3,2.056,3,4,0.627,754,20,52,1538,61026,453,29,0,675,705,0,59486,6,0,0,0,0,0,0,0,0,0,0,0
160000,319,3,2,188,85,3,2.159,3,4,0.92,852,20,56,1745,70340,531,34,0,774,808,0,68595,6,0,0,0,0,0,0,0,0,0,0,0
180000,306,4,2,200,89,4,2.161,4,5,0.989,951,21,54,1960,80250,607,40,0,871,910,0,78294,6,0,0,0,0,0,0,0,0,0,0,0
200000,318,7,3,184,80,7,2.138,3,4,0.844,1049,22,56,2169,90158,677,43,0,976,1027,0,87991,6,0,0,0,0,0,0,0,0,0,0,0
220000,327,5,2,178,76,5,2.21,3,3,0.925,1151,22,56,2393,99662,756,47,0,1085,1150,0,97276,6,0,0,0,0,0,0,0,0,0,0,0
240000,320,4,2,185,75,4,2.367,3,4,1.453,1250,27,54,2633,108784,829,51,0,1190,1275,0,106159,7,0,0,0,0,0,0,0,0,0,0,0
260000,320,2,0,190,78,2,2.362,4,5,1.405,1353,28,55,2880,118676,895,55,0,1295,1411,0,115811,9,0,0,0,0,0,0,0,0,0,0,0
280000,305,3,4,200,88,3,2.231,4,5,1.24,1445,28,55,3093,127787,975,59,0,1383,1520,0,124709,11,0,0,0,0,0,0,0,0,0,0,0
300000,326,4,2,180,72,4,2.355,3,4,1.325,1535,30,56,3306,137250,1047,69,0,1489,1646,0,133965,11,0,0,0,0,0,0,0,0,0,0,0
320000,298,6,1,207,76,6,2.488,4,5,1.506,1621,31,56,3518,145768,1129,71,0,1570,1750,0,142270,11,0,0,0,0,0,0,0,0,0,0,0
340000,324,4,3,181,66,4,2.614,4,5,1.487,1694,32,55,3702,154013,1213,74,0,1663,1873,0,150326,11,0,0,0,0,0,0,0,0,0,0,0
360000,306,8,0,198,69,8,2.532,3,4,1.487,1779,34,53,3935,162679,1293,76,0,1752,1998,0,158758,11,0,0,0,0,0,0,0,0,0,0,0
380000,300,7,2,203,71,7,2.615,3,4,1.471,1848,35,56,4115,170943,1375,80,0,1827,2100,0,166840,12,0,0,0,0,0,0,0,0,0,0,0
400000,317,8,4,183,59,8,2.731,4,5,1.511,1930,37,53,4334,179780,1454,84,0,1925,2243,0,175457,12,0,0,0,0,0,0,0,0,0,0,0
420000,312,8,1,191,59,8,2.791,4,4,1.322,2009,39,60,4551,188355,1534,88,0,2011,2374,0,183814,12,0,0,0,0,0,0,0,0,0,0,0
440000,303,6,0,203,68,6,2.716,4,6,1.727,2085,40,54,4755,196577,1610,92,0,2088,2490,0,191837,12,0,0,0,0,0,0,0,0,0,0,0
460000,317,4,2,189,65,4,2.725,4,6,1.649,2162,42,53,4954,206029,1678,96,0,2174,2622,0,201087,13,0,0,0,0,0,0,0,0,0,0,0
480000,307,10,2,193,58,10,2.765,4,6,1.875,2232,42,55,5164,214530,1760,100,0,2252,2750,0,209378,14,0,0,0,0,0,0,0,0,0,0,0
500000,285,8,3,216,72,7,2.734,4,6,1.942,2310,45,54,5372,223949,1830,104,0,2324,2858,0,218595,16,0,0,0,0,0,0,0,0,0,0,0
520000,280,9,4,219,70,8,2.808,4,5,1.945,2381,46,58,5574,234075,1917,107,0,2401,2986,0,228513,16,0,0,0,0,0,0,0,0,0,0,0
540000,285,7,4,216,70,7,2.818,4,6,1.911,2456,46,53,5782,244054,1991,108,0,2483,3117,0,238283,16,0,0,0,0,0,0,0,0,0,0,0
560000,313,12,2,185,56,12,2.691,4,4,1.669,2533,46,56,5995,254098,2067,112,0,2571,3271,0,248109,16,0,0,0,0,0,0,0,0,0,0,0
580000,290,13,0,209,60,12,2.861,4,4,1.812,2618,48,57,6248,263184,2126,118,0,2663,3407,0,256944,16,0,0,0,0,0,0,0,0,0,0,0
600000,310,11,3,188,52,10,3,5,6,2.036,2693,48,53,6477,274422,2192,124,0,2755,3562,0,267951,16,0,0,0,0,0,0,0,0,0,0,0
620000,294,13,4,201,57,10,2.925,5,6,1.75,2768,48,54,6707,284023,2252,127,0,2836,3699,0,277319,16,0,0,0,0,0,0,0,0,0,0,0
640000,292,16,3,201,52,14,3.03,5,7,1.992,2840,50,56,6924,292917,2327,129,0,2920,3832,0,285995,16,0,0,0,0,0,0,0,0,0,0,0
660000,285,11,4,212,61,11,2.972,4,7,1.921,2914,50,54,7147,302493,2407,134,0,2996,3973,0,295349,16,0,0,0,0,0,0,0,0,0,0,0
680000,305,11,1,195,52,11,3.048,4,5,1.566,2975,51,53,7344,311858,2502,137,0,3076,4107,0,304521,17,0,0,0,0,0,0,0,0,0,0,0
700000,295,10,4,203,59,9,3,4,6,1.718,3047,52,55,7552,321365,2587,143,0,3153,4233,0,313819,17,0,0,0,0,0,0,0,0,0,0,0
720000,307,12,3,190,58,12,2.686,4,5,1.806,3113,54,55,7743,331185,2662,145,0,3225,4364,0,323448,17,0,0,0,0,0,0,0,0,0,0,0
740000,300,8,1,203,68,8,2.618,4,6,1.725,3184,54,54,7934,339900,2737,146,0,3297,4470,0,331975,17,0,0,0,0,0,0,0,0,0,0,0
760000,300,10,0,202,68,9,2.558,4,5,1.629,3266,55,52,8146,349368,2814,147,0,3384,4596,0,341231,19,0,0,0,0,0,0,0,0,0,0,0
780000,304,8,4,196,65,8,2.658,4,5,1.927,3344,59,53,8362,359353,2871,148,0,3476,4725,0,350996,19,0,0,0,0,0,0,0,0,0,0,0
800000,322,6,1,183,67,6,2.507,5,7,1.724,3426,61,55,8577,369406,2941,152,0,3568,4858,0,360837,20,0,0,0,0,0,0,0,0,0,0,0
