t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,234,89,154,163,0,19,10,10,2,0.949,19,1,1,69,392,101,0,0,21,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,270,87,131,152,1,21,9.227,10,4,1.243,57,2,1,120,590,155,0,0,109,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,251,91,151,147,5,23,8.5,10,7,1.84,97,2,2,173,819,211,0,0,190,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,222,112,114,192,3,23,8.269,10,11,2.543,117,3,0,236,1001,264,0,0,245,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,323,86,88,143,4,14,8,10,6,2.105,178,3,0,300,1259,336,0,0,383,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,254,94,113,179,1,14,10,10,2,0.971,197,3,1,363,1436,396,0,0,433,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,205,118,125,192,3,21,8.75,10,7,2.215,237,4,2,425,1688,462,0,0,511,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,186,112,129,213,1,22,8.696,10,9,2.437,264,5,0,488,1860,512,0,0,575,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,170,128,115,227,3,25,8.107,10,10,2.531,310,5,0,560,2088,578,0,0,654,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,195,121,104,220,1,20,8.762,10,6,2.003,339,5,1,611,2229,618,0,0,721,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
