t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,295,26,6,171,3,8,5,9,11,3.459,31,4,35,193,513,3,0,0,18,35,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,125,16,1102,7,7,4.286
10000,201,26,9,261,5,15,4.45,10,12,3.241,85,9,34,434,1346,6,0,0,92,126,0,2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,194,43,3807,15,10,3.667
15000,157,35,7,308,8,12,4.4,10,13,3.239,134,11,44,665,2399,7,4,0,177,235,0,4534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,211,66,7346,11,13,4.636
20000,133,30,6,339,8,11,5.263,12,16,3.892,171,12,41,858,3416,8,4,0,256,326,0,6331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,242,79,11248,10,11,5.1
25000,111,29,3,359,3,12,6.133,13,14,3.774,207,14,38,1055,4150,9,6,0,330,443,0,7670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,266,95,14805,11,14,4.909
30000,110,38,2,355,2,9,6.909,13,9,3.096,235,17,43,1220,5004,12,7,0,401,545,0,9078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,274,107,17923,9,16,5.556
35000,101,31,8,364,1,10,7,13,11,3.459,265,18,39,1415,5826,14,8,0,476,657,0,10429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,268,120,20975,10,14,5.1
40000,113,26,6,362,3,7,6.9,13,9,3.122,289,18,42,1578,6635,14,8,0,547,756,0,11840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,274,134,24162,7,16,7
45000,97,33,4,371,3,7,7,27,9,3.122,311,19,44,1709,7172,14,10,0,604,827,0,12995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,284,144,27381,6,16,8
50000,100,46,7,352,1,6,7.286,19,7,2.807,326,19,45,1835,7737,14,12,0,676,910,0,14073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,281,152,30717,6,15,7.167
55000,131,43,7,322,3,5,6.5,23,6,2.406,346,21,50,1964,8396,16,14,0,755,997,0,15309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,252,159,34066,4,19,10.5
60000,131,43,3,324,3,8,6.636,24,10,3.278,375,21,41,2115,9185,20,14,0,821,1087,0,16612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,253,170,38019,7,18,6.286
