t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts
20000,344,9,3,156,21,8,4.828,6,9,2.757,38,4,54,221,3432,11,1,0,27,63,0,3198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
40000,242,16,2,252,49,12,3.934,7,15,3.406,111,7,58,560,10547,26,4,0,89,244,0,9968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
60000,166,16,5,325,67,14,3.889,7,17,3.504,193,9,49,892,18741,48,6,0,174,419,0,17828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
80000,181,15,1,315,61,15,3.829,7,18,3.803,256,11,53,1161,26757,66,10,0,260,613,0,25581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
100000,183,16,4,309,61,15,3.776,7,23,4.106,330,12,52,1459,34970,99,11,0,353,824,0,33490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
120000,153,23,6,330,57,17,4,7,21,3.874,389,14,53,1727,43039,126,12,0,433,994,0,41278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
140000,208,12,5,287,61,10,3.859,7,20,3.935,466,16,54,2004,50942,147,14,0,533,1217,0,48911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
160000,188,22,6,296,52,17,3.928,7,19,3.836,533,16,47,2303,59157,164,17,0,623,1419,0,56814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
180000,202,18,1,291,50,15,4.046,7,20,4.054,600,17,54,2602,67092,188,19,0,708,1635,0,64462,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
200000,217,12,5,278,62,10,3.778,8,22,3.923,673,18,50,2885,75620,203,21,0,802,1838,0,72710,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
220000,248,13,4,247,64,11,3.173,6,21,3.818,752,19,53,3157,84300,223,21,0,900,2043,0,81111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
240000,225,17,6,264,63,14,3.247,6,20,3.788,835,19,51,3465,92871,249,22,0,1004,2228,0,89365,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
260000,209,13,4,286,81,13,2.989,5,19,3.732,938,21,50,3781,102337,271,23,0,1109,2423,0,98519,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
280000,224,15,2,271,74,14,2.977,5,18,3.611,1029,22,56,4073,111870,288,24,0,1226,2620,0,107749,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
300000,218,11,4,279,78,11,3.056,5,15,3.396,1121,23,47,4372,121517,306,27,0,1336,2803,0,117099,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
