t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
20000,72,14,2,424,134,13,2.823,6,12,1.949,234,8,25,652,13477,27,9,0,111,168,0,12781,2,0,0,0,0,0,0,0,0,0,0,0
40000,84,22,13,393,109,17,3.127,7,12,2.458,373,9,24,1055,28343,65,15,0,280,440,0,27216,2,0,0,0,0,0,0,0,0,0,0,0
60000,77,30,9,396,84,26,3.336,7,16,3.048,479,10,21,1439,41389,100,21,0,418,684,0,39874,2,0,0,0,0,0,0,0,0,0,0,0
80000,79,22,6,405,85,19,3.769,6,16,3.317,591,12,21,1873,54134,137,25,0,564,969,0,52192,2,0,0,0,0,0,0,0,0,0,0,0
100000,60,24,12,416,79,20,3.97,6,16,3.525,704,13,18,2334,66321,160,31,0,708,1289,0,63903,3,0,0,0,0,0,0,0,0,0,0,0
120000,82,20,5,405,82,20,3.784,7,20,3.696,818,16,22,2784,78938,197,37,0,847,1624,0,76074,3,0,0,0,0,0,0,0,0,0,0,0
140000,52,27,7,426,81,23,3.856,7,22,3.773,920,18,22,3196,90837,223,43,0,973,1901,0,87545,3,0,0,0,0,0,0,0,0,0,0,0
160000,67,29,12,404,75,24,3.838,6,23,3.832,1019,20,21,3596,102818,269,47,0,1115,2185,0,99116,3,0,0,0,0,0,0,0,0,0,0,0
180000,72,23,8,409,86,19,3.81,6,23,3.883,1110,21,24,3952,112983,291,53,0,1226,2424,0,108934,3,0,0,0,0,0,0,0,0,0,0,0
200000,64,27,13,408,81,25,3.708,6,25,3.926,1213,21,22,4370,125188,315,64,0,1351,2721,0,120714,3,0,0,0,0,0,0,0,0,0,0,0
220000,68,21,8,415,85,20,3.81,6,24,4.024,1324,22,22,4801,136503,343,74,0,1495,3014,0,131601,3,0,0,0,0,0,0,0,0,0,0,0
240000,77,21,5,409,82,19,3.822,6,21,4.006,1423,23,21,5200,148484,376,84,0,1623,3292,0,143190,4,0,0,0,0,0,0,0,0,0,0,0
260000,73,17,12,410,88,15,3.893,6,23,4.171,1525,25,21,5584,161409,406,85,0,1742,3562,0,155722,4,0,0,0,0,0,0,0,0,0,0,0
280000,68,19,9,416,84,17,3.941,6,22,4.075,1624,26,20,5986,173428,435,91,0,1867,3835,0,167341,4,0,0,0,0,0,0,0,0,0,0,0
300000,62,22,12,416,75,22,4.052,7,25,4.221,1714,27,22,6354,184536,457,96,0,1985,4088,0,178074,4,0,0,0,0,0,0,0,0,0,0,0
320000,57,20,3,432,86,19,3.914,6,24,4.154,1812,29,20,6762,194934,476,99,0,2103,4363,0,188073,4,0,0,0,0,0,0,0,0,0,0,0
340000,61,25,10,416,85,23,3.62,6,21,3.885,1918,29,20,7168,206427,509,104,0,2242,4652,0,199145,4,0,0,0,0,0,0,0,0,0,0,0
360000,52,20,14,426,88,17,3.971,6,20,4.137,2025,29,22,7602,217842,542,110,0,2381,4941,0,210126,4,0,0,0,0,0,0,0,0,0,0,0
380000,67,27,10,408,75,25,3.79,7,26,4.234,2112,30,23,7982,229051,563,116,0,2505,5216,0,220952,4,0,0,0,0,0,0,0,0,0,0,0
400000,73,15,6,418,93,15,3.694,7,28,4.363,2213,32,24,8368,240247,591,124,0,2624,5476,0,231782,5,0,0,0,0,0,0,0,0,0,0,0
420000,75,24,11,402,79,20,3.909,7,25,4.254,2312,33,22,8785,251962,619,131,0,2768,5779,0,243053,5,0,0,0,0,0,0,0,0,0,0,0
440000,52,27,7,426,81,23,3.856,7,25,4.35,2392,35,24,9119,262312,642,136,0,2862,5997,0,253071,5,0,0,0,0,0,0,0,0,0,0,0
460000,88,24,16,384,75,23,3.827,7,25,4.257,2496,35,19,9520,274212,671,138,0,3002,6309,0,264556,6,0,0,0,0,0,0,0,0,0,0,0
480000,61,17,21,413,102,15,3.564,7,23,4.039,2632,37,20,10016,287087,698,139,0,3157,6632,0,276921,6,0,0,0,0,0,0,0,0,0,0,0
500000,74,25,6,407,88,24,3.491,6,20,3.834,2735,39,24,10428,299730,738,148,0,3291,6913,0,289162,6,0,0,0,0,0,0,0,0,0,0,0
520000,92,15,157,248,104,15,3.319,6,21,3.75,2837,40,0,10571,310473,768,156,0,3411,7160,0,299559,6,0,0,0,0,0,0,0,0,0,0,0
540000,126,19,173,194,89,17,3.236,6,22,3.855,2944,40,1,10741,321013,792,169,0,3550,7415,0,309750,7,0,0,0,0,0,0,0,0,0,0,0
560000,126,24,175,187,92,21,2.991,6,18,3.435,3059,42,0,10913,331297,818,182,0,3684,7633,0,319692,8,0,0,0,0,0,0,0,0,0,0,0
580000,144,23,173,172,81,21,3.147,6,16,3.417,3167,43,1,11070,341130,852,193,0,3829,7857,0,329186,10,0,0,0,0,0,0,0,0,0,0,0
600000,184,21,149,158,66,20,3.244,7,17,3.568,3264,43,0,11221,350741,870,211,0,3956,8073,0,338504,11,0,0,0,0,0,0,0,0,0,0,0
620000,167,22,163,160,76,21,3.103,6,18,3.403,3371,43,0,11390,360588,886,225,0,4077,8284,0,348017,14,0,0,0,0,0,0,0,0,0,0,0
640000,127,20,181,184,90,20,3.082,5,16,3.374,3482,44,0,11544,369760,908,237,0,4197,8471,0,356852,15,0,0,0,0,0,0,0,0,0,0,0
660000,145,27,170,170,75,23,3.184,7,21,3.715,3580,44,0,11690,379745,936,255,0,4332,8697,0,366510,15,0,0,0,0,0,0,0,0,0,0,0
680000,143,25,155,189,77,23,3.19,7,21,3.96,3669,45,1,11859,389594,960,271,0,4445,8865,0,376096,19,0,0,0,0,0,0,0,0,0,0,0
700000,179,17,164,152,88,15,2.942,7,19,3.641,3791,45,2,12002,399851,990,285,0,4588,9117,0,385999,20,0,0,0,0,0,0,0,0,0,0,0
720000,168,17,171,156,93,16,2.807,6,16,3.18,3919,45,1,12151,410469,1014,301,0,4731,9322,0,396270,22,0,0,0,0,0,0,0,0,0,0,0
740000,166,17,177,152,93,13,2.962,7,20,3.51,4043,46,0,12301,420483,1039,327,0,4883,9535,0,405935,22,0,0,0,0,0,0,0,0,0,0,0
760000,129,26,182,175,88,23,3.036,7,17,3.257,4163,47,0,12457,430407,1079,348,0,5013,9765,0,415487,24,0,0,0,0,0,0,0,0,0,0,0
780000,163,19,167,163,86,17,2.99,6,17,3.362,4269,49,0,12595,439751,1096,361,0,5151,9977,0,424529,26,0,0,0,0,0,0,0,0,0,0,0
800000,151,15,170,176,87,15,3.275,7,20,3.68,4380,49,2,12745,449402,1122,374,0,5279,10203,0,433827,27,0,0,0,0,0,0,0,0,0,0,0
