t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,322,19,22,137,20,17,2.946,8,6,2.254,72,6,33,198,708,4,0,0,40,62,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,64,25,391,14,5,2
10000,234,30,13,227,25,22,2.83,8,9,2.487,194,9,30,512,2571,11,1,0,166,198,0,4729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,100,75,1424,16,7,2.5
15000,161,31,12,288,20,28,3.125,8,8,2.132,303,11,22,827,4325,14,4,0,301,340,0,8047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,159,125,2806,24,8,2.333
20000,143,28,4,329,20,23,3.326,8,8,2.247,391,11,29,1106,5758,15,5,0,423,495,0,10647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,178,159,4604,21,9,3.048
25000,131,20,12,337,29,22,3.137,8,11,2.589,472,11,35,1349,7289,16,6,0,547,628,0,13546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,183,191,6542,18,11,3.222
30000,144,25,15,326,22,20,3.476,8,12,2.664,546,12,40,1588,8673,22,6,0,664,778,0,16175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,186,220,8474,17,12,3.059
35000,124,31,9,341,8,24,3.875,8,14,3.174,598,12,44,1790,9895,27,6,0,754,896,0,18489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,214,240,10555,19,12,3.158
40000,116,33,7,352,7,23,4.167,8,15,3.523,643,12,45,1967,11077,34,7,0,827,1009,0,20555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,226,253,12792,18,12,3.5
45000,101,26,0,382,9,24,3.879,8,13,3.072,687,13,45,2151,12073,38,7,0,903,1093,0,22405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,236,274,15332,19,13,3.632
50000,67,31,5,403,8,25,4,8,13,3.181,728,14,47,2322,13066,42,7,0,984,1174,0,24239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,260,292,17878,24,13,3.458
55000,105,22,4,377,7,22,4.172,8,13,3.106,766,15,47,2479,13951,44,9,0,1069,1289,0,25931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,240,307,20552,18,12,3.611
60000,113,20,1,373,11,18,4.069,8,15,3.69,805,16,45,2633,14912,45,9,0,1138,1386,0,27748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,257,323,23164,15,12,4
