t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,167,109,134,230,4,26,8.8,10,11,3.002,38,2,0,77,479,130,0,0,35,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,124,130,91,295,1,20,9.381,10,9,2.856,52,3,0,131,636,177,0,0,78,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,133,120,104,283,2,26,9,10,11,3.069,95,3,1,178,826,229,0,0,155,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,108,129,88,315,0,23,9.522,10,9,2.844,122,3,0,234,1018,290,0,0,229,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,106,142,65,327,1,24,9,10,11,3.159,142,4,2,293,1156,333,0,0,283,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,76,151,61,352,1,23,9.708,10,7,2.602,166,4,2,347,1316,388,0,0,336,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,79,157,49,355,1,25,9.577,10,8,2.826,187,4,1,394,1437,426,0,0,385,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,88,155,36,361,0,27,9.37,10,10,3.069,219,4,2,462,1589,476,0,0,450,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,107,141,74,318,0,22,10,10,5,2.093,256,5,1,516,1789,537,0,0,527,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,76,144,43,377,1,27,9.607,10,8,2.592,275,5,4,579,1901,580,0,0,562,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,65,160,11,404,0,25,9.96,10,6,2.129,291,5,3,632,1989,612,0,0,592,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,87,146,38,369,2,25,9.148,10,8,2.439,321,5,2,680,2122,652,0,0,652,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,84,149,21,386,1,26,9.556,10,9,2.607,340,5,5,738,2222,691,0,0,695,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,67,155,23,395,0,28,9.464,10,7,2.188,365,5,2,794,2357,734,0,0,741,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,67,167,11,395,0,26,10,10,5,1.948,372,5,8,833,2416,760,0,0,768,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,94,152,25,369,0,26,10,10,5,1.924,399,5,3,878,2505,788,0,0,818,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,62,163,10,405,0,24,9.875,10,5,1.899,411,5,7,934,2597,825,0,0,839,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,110,138,44,348,3,31,7.735,10,12,3.16,448,7,3,988,2726,861,0,0,907,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,74,157,43,366,1,25,9.385,10,8,2.559,474,7,2,1043,2907,924,0,0,970,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,108,136,62,333,0,29,9.345,10,10,2.719,513,7,1,1102,3072,972,0,0,1048,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
