t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,317,28,21,134,10,16,3.5,8,12,3.133,56,6,33,216,847,1,1,0,50,72,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,64,20,361,13,5,2.308
10000,242,29,17,208,23,32,2.745,8,11,2.37,200,12,23,553,2893,7,4,0,186,239,0,5151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,94,80,1495,25,6,1.92
15000,223,32,11,234,28,32,2.617,8,13,2.587,342,14,27,898,5064,12,4,0,357,444,0,8958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,110,135,2961,27,5,1.852
20000,181,29,15,265,25,34,2.797,8,13,2.987,482,14,28,1236,7241,17,8,0,523,644,0,12877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,135,199,4519,34,7,1.971
25000,197,32,17,253,30,26,2.714,8,13,2.855,611,16,33,1569,9206,22,9,0,702,851,0,16438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,118,251,6185,23,6,2.522
30000,222,35,13,226,24,29,3.019,8,17,3.384,748,17,27,1934,11235,26,14,0,904,1080,0,20132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,89,302,7750,21,4,2.286
35000,216,30,18,221,24,28,2.962,7,17,3.319,880,19,21,2286,13453,32,14,0,1088,1296,0,24111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,110,358,9114,24,6,2.083
40000,177,29,15,269,28,32,2.783,7,15,3.115,1024,21,22,2652,15573,32,15,0,1259,1495,0,27784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,141,424,10791,29,7,2.241
45000,201,29,21,252,27,30,2.684,6,12,2.918,1160,22,27,2988,17694,38,17,0,1441,1710,0,31559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,124,478,12663,24,6,2.458
50000,235,35,17,208,26,33,2.78,6,12,2.782,1300,25,25,3322,19957,43,20,0,1632,1953,0,35588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,83,529,14307,26,8,2
55000,202,31,28,228,31,32,2.841,7,11,2.847,1454,27,16,3704,22264,48,21,0,1817,2192,0,39553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,102,594,15762,29,8,1.966
60000,194,31,22,246,32,35,2.597,6,12,2.888,1600,30,24,4068,24603,55,23,0,1998,2395,0,43777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,112,662,17410,27,5,2.444
