t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
10000,989,42,162,87,9,16,8.76,10,11,3.028,39,1,2,36,358,88,0,0,51,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,930,53,208,89,6,23,9.379,10,10,2.607,69,2,1,76,603,139,0,0,105,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,947,59,193,81,6,21,9.259,10,9,2.6,87,2,0,99,748,172,0,0,150,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,939,67,181,93,5,21,9.5,10,7,2.046,103,2,1,131,867,206,0,0,184,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,890,72,205,113,8,21,9.172,10,10,2.493,112,2,0,155,984,234,0,0,204,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,925,67,176,112,7,18,8.4,10,8,2.352,142,2,0,192,1138,277,0,0,263,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,864,86,203,127,3,21,10,10,4,1.392,154,2,0,217,1260,309,0,0,281,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,907,83,171,119,3,20,9.739,10,5,1.578,180,2,0,247,1404,347,0,0,338,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,973,70,129,108,3,15,9.833,10,5,1.745,204,2,1,282,1503,370,0,0,403,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,996,66,114,104,2,14,9.25,10,7,2.305,216,3,2,309,1611,396,0,0,453,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,980,50,164,86,8,15,8.913,10,9,2.751,246,3,1,337,1791,440,0,0,504,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,899,55,247,79,9,21,9.733,10,5,1.966,275,3,0,364,2016,499,0,0,549,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
