t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,230,95,139,176,1,20,9.81,10,8,2.874,20,2,0,0,387,88,0,0,24,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,229,95,140,176,3,21,9.208,10,9,2.698,69,2,0,0,625,138,0,0,118,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,226,94,145,175,2,17,9.316,10,9,2.753,88,2,0,0,809,182,0,0,198,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,280,87,117,156,3,20,7.87,10,15,3.588,119,3,0,0,961,217,0,0,280,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,245,92,140,163,0,21,9.333,10,9,2.815,151,3,0,0,1178,262,0,0,359,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,221,105,141,173,3,18,8.952,10,8,2.725,174,3,0,0,1355,306,0,0,419,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,262,97,125,156,1,14,9.533,10,6,2.39,201,3,0,0,1496,340,0,0,495,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,249,100,119,172,4,16,7.1,10,14,3.646,225,3,0,0,1626,376,0,0,546,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,305,89,101,145,0,9,10,10,4,1.891,241,3,0,0,1732,405,0,0,612,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,363,58,110,109,11,14,5.64,10,17,3.894,297,5,0,0,1878,444,0,0,701,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,443,48,74,75,1,7,9,10,5,2,336,5,0,0,2036,484,0,0,801,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,437,51,73,79,1,8,9.222,10,3,0.986,354,5,0,0,2124,505,0,0,834,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,487,40,50,63,4,6,6.8,10,5,1.961,371,5,0,0,2162,516,0,0,867,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,512,32,40,56,0,5,9.6,10,2,0.722,378,5,0,0,2198,523,0,0,895,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,512,35,35,58,0,4,10,10,1,0,382,5,0,0,2233,527,0,0,910,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,519,30,35,56,1,4,8,10,3,1.371,387,5,0,0,2259,536,0,0,923,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,523,29,38,50,1,5,9,10,4,1.918,397,5,0,0,2309,542,0,0,951,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,531,28,32,49,1,4,8.2,10,4,1.922,405,5,0,0,2363,553,0,0,973,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,575,18,18,29,0,2,10,10,1,0,417,5,0,0,2385,560,0,0,1000,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,563,23,21,33,0,2,10,10,1,0,417,5,0,0,2398,564,0,0,1001,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
