t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,485,3,2,22,10,2,2,2,1,0,44,4,48,89,627,2,0,0,31,30,0,507,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,486,4,1,21,7,4,2,2,2,0.845,98,7,49,181,1351,4,2,0,72,64,0,1112,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,498,0,2,12,7,0,2,2,1,0,128,10,54,226,1803,6,3,0,99,88,0,1502,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,499,3,2,8,1,3,2,2,1,0,148,12,58,266,2220,7,3,0,112,99,0,1873,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000,495,2,3,12,5,2,2.143,3,3,1.149,169,14,57,302,2547,9,5,0,128,112,0,2158,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,506,0,0,6,3,0,2,2,2,0.918,189,15,58,336,2848,11,5,0,147,128,0,2417,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000,498,2,0,12,4,2,2,2,1,0,208,15,53,369,3127,13,5,0,159,138,0,2652,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,510,0,0,2,1,0,2,2,1,0,216,15,60,382,3251,13,5,0,168,147,0,2760,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45000,512,0,0,0,0,0,0,0,0,0,216,15,60,382,3253,13,5,0,169,148,0,2762,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,512,0,0,0,0,0,0,0,0,0,216,15,60,382,3253,13,5,0,169,148,0,2762,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000,512,0,0,0,0,0,0,0,0,0,216,15,60,382,3253,13,5,0,169,148,0,2762,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,512,0,0,0,0,0,0,0,0,0,216,15,60,382,3253,13,5,0,169,148,0,2762,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
