t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,203,101,127,209,2,23,9.48,10,5,1.463,29,1,0,71,416,109,0,0,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,177,118,104,241,2,24,8.846,10,6,1.715,70,2,2,135,670,183,0,0,105,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,125,136,81,298,2,23,9.04,10,6,1.782,101,3,1,202,884,256,0,0,168,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,92,148,53,347,2,28,8.933,10,8,2.035,130,3,2,269,1049,313,0,0,222,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,99,149,36,356,0,18,9.222,10,4,1.493,150,4,1,342,1173,363,0,0,273,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,111,157,61,311,1,19,9.15,10,6,1.913,194,4,1,403,1383,427,0,0,360,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,90,142,77,331,0,25,9.24,10,6,1.782,219,4,0,457,1533,472,0,0,415,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,78,153,51,358,2,24,9.346,10,4,1.496,245,5,0,516,1662,521,0,0,465,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,75,162,22,381,1,20,9.381,10,4,1.452,261,5,1,582,1755,552,0,0,504,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,65,167,14,394,1,20,8.857,10,6,1.875,274,5,2,622,1823,583,0,0,534,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
