t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,486,0,7,19,10,0,2.6,4,4,1.722,24,4,6,50,1167,9,1,0,11,25,2,1105,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,494,0,5,13,9,0,2,2,4,1.753,49,5,4,100,2966,28,2,0,31,54,6,2844,11,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,492,0,3,17,10,0,2,2,4,1.846,61,9,7,124,3926,34,3,0,38,60,6,3785,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,490,0,6,16,11,0,2,2,5,2.163,90,10,6,168,5566,48,5,0,54,77,6,5371,18,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,498,0,5,9,7,0,2,2,2,0.985,109,10,8,199,6852,59,6,0,68,92,6,6625,20,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,500,0,5,7,6,0,2,2,3,1.252,127,10,6,227,7642,60,6,0,76,100,6,7383,24,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,492,0,4,16,10,0,2,2,3,1.295,149,10,5,267,8461,67,7,0,87,111,6,8170,29,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,489,1,5,17,10,1,2,2,3,1.096,172,10,4,299,9725,76,9,0,99,123,6,9392,32,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,478,2,12,20,14,2,2,2,5,1.497,206,10,6,347,11505,88,12,0,110,134,6,11109,39,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,477,0,9,26,17,0,2.059,3,5,1.663,243,10,2,400,13354,100,14,0,133,159,6,12891,44,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220000,471,0,11,30,20,0,2.05,3,7,2.384,276,10,5,447,15398,116,15,0,147,172,6,14877,47,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,479,1,5,27,14,1,2.067,3,6,2.146,311,11,4,501,17647,129,17,0,172,196,6,17057,49,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,489,3,3,17,7,3,2,2,4,1.722,338,13,4,543,19342,142,18,0,195,219,6,18704,54,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,475,1,5,31,17,1,2,2,3,1.481,366,15,4,593,21162,153,20,0,211,235,6,20478,59,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,475,1,12,24,16,1,2.118,4,8,2.699,402,15,4,645,23485,174,22,1,230,254,6,22734,64,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320000,490,0,6,16,11,0,2,2,5,2.118,423,15,7,680,24784,176,23,1,250,275,6,23998,67,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340000,476,1,13,22,16,1,2.059,3,5,1.902,454,15,4,727,26436,188,25,2,263,288,6,25591,69,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360000,480,0,9,23,16,0,2,2,7,2.703,486,15,3,780,27984,202,28,2,282,306,6,27081,74,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380000,482,0,8,22,15,0,2,2,5,2.092,521,15,1,829,30016,219,31,2,303,327,6,29046,76,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
