t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
20000,80,27,7,398,57,21,4.564,7,16,3.163,112,5,47,573,7892,17,7,0,55,138,0,7287,2,0,0,0,0,0,0,0,0,0,0,0
40000,73,23,5,411,62,18,4.7,8,18,3.559,191,8,53,970,16612,33,9,0,172,408,0,15612,3,0,0,0,0,0,0,0,0,0,0,0
60000,54,35,7,416,53,28,4.58,8,20,3.637,258,9,52,1321,25062,62,10,0,267,659,0,23694,3,0,0,0,0,0,0,0,0,0,0,0
80000,58,27,5,422,67,21,4.375,8,23,3.818,317,11,55,1602,33184,90,12,0,346,859,0,31542,3,0,0,0,0,0,0,0,0,0,0,0
100000,58,23,3,428,71,18,4.506,8,24,4.128,391,11,54,1957,41823,108,14,0,451,1105,0,39829,3,0,0,0,0,0,0,0,0,0,0,0
120000,77,28,4,403,61,23,4.321,8,23,4.093,460,11,53,2298,50280,126,17,0,561,1363,0,47938,3,0,0,0,0,0,0,0,0,0,0,0
140000,66,25,4,417,80,19,3.879,8,26,4.22,551,12,47,2678,59147,155,22,0,668,1619,0,56431,3,0,0,0,0,0,0,0,0,0,0,0
160000,81,24,4,403,76,19,4.053,7,23,3.994,635,14,52,3028,68511,183,24,0,783,1872,0,65442,3,0,0,0,0,0,0,0,0,0,0,0
180000,94,27,5,386,65,23,3.943,6,22,4.008,730,15,50,3447,78811,207,25,0,917,2175,0,75313,3,0,0,0,0,0,0,0,0,0,0,0
200000,121,24,8,359,73,19,3.739,7,18,3.855,825,16,49,3823,90203,245,27,0,1035,2464,0,86326,4,0,0,0,0,0,0,0,0,0,0,0
220000,84,16,0,412,98,15,3.513,7,20,3.742,957,20,52,4292,102669,277,28,0,1179,2740,0,98331,5,0,0,0,0,0,0,0,0,0,0,0
240000,92,21,3,396,97,17,3.298,6,17,3.518,1064,21,55,4662,114227,302,32,0,1305,3003,0,109508,5,0,0,0,0,0,0,0,0,0,0,0
260000,88,22,5,397,98,20,3.246,7,17,3.416,1190,21,45,5096,126631,330,34,0,1449,3297,0,121470,6,0,0,0,0,0,0,0,0,0,0,0
280000,87,21,4,399,92,16,3.5,7,20,3.616,1299,24,53,5502,137239,355,38,0,1595,3561,0,131674,7,0,0,0,0,0,0,0,0,0,0,0
300000,83,28,8,393,88,21,3.495,6,22,3.75,1428,25,51,5962,149814,387,42,0,1744,3878,0,143772,7,0,0,0,0,0,0,0,0,0,0,0
320000,79,28,6,399,75,22,3.763,7,22,3.882,1509,25,52,6324,160586,417,46,0,1857,4120,0,154187,7,0,0,0,0,0,0,0,0,0,0,0
340000,95,19,6,392,81,16,3.876,7,18,3.713,1609,26,46,6744,172021,456,49,0,1991,4414,0,165211,7,0,0,0,0,0,0,0,0,0,0,0
360000,85,14,3,410,96,13,3.642,7,18,3.671,1713,26,49,7140,183286,490,52,0,2101,4679,0,176089,7,0,0,0,0,0,0,0,0,0,0,0
380000,90,20,2,400,87,18,3.571,7,18,3.747,1812,26,53,7531,194585,513,55,0,2228,4955,0,186992,8,0,0,0,0,0,0,0,0,0,0,0
400000,81,25,7,399,92,17,3.514,7,20,3.731,1920,27,53,7929,206452,543,56,0,2357,5231,0,198446,8,0,0,0,0,0,0,0,0,0,0,0
420000,93,21,7,391,89,18,3.514,7,20,3.754,2016,27,51,8309,216356,570,58,0,2484,5495,0,207973,8,0,0,0,0,0,0,0,0,0,0,0
440000,107,19,7,379,90,17,3.355,7,19,3.625,2139,29,51,8749,228448,599,60,0,2632,5806,0,219621,9,0,0,0,0,0,0,0,0,0,0,0
460000,99,16,5,392,92,13,3.59,8,18,3.819,2259,30,50,9175,239428,629,63,0,2771,6085,0,230177,9,0,0,0,0,0,0,0,0,0,0,0
480000,106,23,7,376,82,21,3.379,7,15,3.518,2370,32,41,9591,251152,655,66,0,2905,6380,0,241475,10,0,0,0,0,0,0,0,0,0,0,0
500000,101,15,9,387,89,15,3.596,7,16,3.371,2497,34,46,10067,263609,685,69,0,3049,6708,0,253454,10,0,0,0,0,0,0,0,0,0,0,0
520000,111,25,7,369,76,20,3.656,6,17,3.513,2606,35,54,10481,274884,709,74,0,3188,7007,0,264303,10,0,0,0,0,0,0,0,0,0,0,0
540000,83,22,7,400,85,19,3.625,6,18,3.412,2704,35,53,10855,286045,745,77,0,3300,7239,0,275093,10,0,0,0,0,0,0,0,0,0,0,0
560000,84,21,1,406,87,19,3.623,6,16,3.488,2802,35,52,11241,296593,774,79,0,3422,7498,0,285265,11,0,0,0,0,0,0,0,0,0,0,0
