t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
580000,100,12,7,393,103,11,3.377,5,15,3.089,2914,36,50,11615,308083,798,80,0,3553,7751,0,296381,11,0,0,0,0,0,0,0,0,0,0,0
600000,88,18,3,403,105,18,3.146,5,14,2.986,3028,37,49,12007,320577,838,82,0,3682,8005,0,308478,11,0,0,0,0,0,0,0,0,0,0,0
620000,124,24,4,360,86,19,3.371,5,15,3.194,3153,38,51,12428,332453,869,84,0,3849,8308,0,319921,11,0,0,0,0,0,0,0,0,0,0,0
640000,82,17,1,412,103,16,3.269,6,16,3.343,3268,39,49,12835,344196,899,87,0,3971,8541,0,331266,11,0,0,0,0,0,0,0,0,0,0,0
660000,98,22,5,387,93,21,3.254,6,14,3.247,3387,41,49,13239,356229,937,88,0,4125,8817,0,342885,12,0,0,0,0,0,0,0,0,0,0,0
680000,87,16,13,396,107,14,3.248,6,12,2.986,3509,43,47,13641,368360,961,89,0,4260,9084,0,354602,12,0,0,0,0,0,0,0,0,0,0,0
700000,106,15,4,387,99,13,3.339,6,15,3.219,3631,43,50,14057,381154,1001,91,0,4407,9366,0,366984,12,0,0,0,0,0,0,0,0,0,0,0
720000,87,20,7,398,94,19,3.487,7,17,3.541,3750,46,47,14487,392973,1034,94,0,4546,9648,0,378360,12,0,0,0,0,0,0,0,0,0,0,0
740000,89,20,4,399,91,20,3.396,7,18,3.496,3863,47,47,14912,404844,1070,96,0,4689,9928,0,389808,12,0,0,0,0,0,0,0,0,0,0,0
760000,127,21,7,357,92,19,3.144,6,18,3.495,3999,49,54,15347,417659,1104,99,0,4849,10248,0,402175,12,0,0,0,0,0,0,0,0,0,0,0
780000,101,18,6,387,106,17,3.049,6,17,3.21,4133,51,55,15792,430846,1142,102,0,4997,10521,0,414917,13,0,0,0,0,0,0,0,0,0,0,0
800000,85,16,9,402,112,15,3.134,6,15,3.417,4263,52,49,16201,442703,1170,106,0,5135,10778,0,426365,14,0,0,0,0,0,0,0,0,0,0,0
