t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,317,67,132,124,3,23,8.038,10,11,2.59,46,2,1,67,430,107,0,0,69,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,247,101,134,158,1,19,9.85,10,3,1.076,72,2,0,127,665,171,0,0,137,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,150,118,151,221,2,24,9.077,10,6,1.691,91,3,0,195,854,229,0,0,176,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,118,134,131,257,1,25,9.615,10,5,1.483,113,3,0,256,1027,275,0,0,232,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,149,126,119,246,4,24,8.071,10,7,2.173,143,3,1,311,1204,329,0,0,306,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,119,126,130,265,4,24,8.893,10,6,1.84,178,4,2,374,1412,402,0,0,384,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,115,137,104,284,1,24,9.4,10,5,1.578,206,4,2,441,1593,456,0,0,452,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,118,134,102,286,2,26,8.893,10,8,2.085,229,4,1,495,1742,506,0,0,514,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,109,131,109,291,6,23,7.724,10,10,2.591,258,4,1,546,1881,549,0,0,576,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,111,143,87,299,0,24,9.792,10,3,1.196,286,5,1,621,2067,595,0,0,655,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
