t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,450,5,17,40,12,4,3.25,6,11,3.328,26,2,1,73,1384,5,1,1,15,32,3,1289,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,433,3,14,62,20,3,3.13,6,13,3.556,72,4,4,184,4815,43,3,3,46,78,3,4591,15,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,432,2,27,51,32,2,2.235,4,10,3.043,121,7,4,282,8254,69,5,3,80,129,3,7901,16,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,454,3,8,47,22,3,2.2,4,7,2.361,184,8,4,392,12231,102,11,4,125,190,3,11737,17,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,467,0,8,37,21,0,2.143,3,7,2.375,227,9,6,466,15181,117,13,4,150,219,3,14612,24,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,451,0,9,52,28,0,2.179,5,10,2.673,277,11,6,558,18369,137,15,5,170,240,3,17695,26,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,438,3,20,51,31,3,2.088,3,10,2.901,346,11,2,662,21982,162,18,7,209,282,3,21169,31,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,423,3,27,59,36,2,2.263,5,9,2.749,415,12,3,763,26147,199,24,10,240,314,3,25190,33,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,442,2,20,48,27,2,2.31,3,10,2.896,466,13,3,850,29378,228,25,11,275,352,3,28310,35,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,456,0,11,45,28,0,2,2,7,2.291,521,15,8,943,32903,256,27,11,305,385,3,31725,37,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220000,469,3,6,34,17,3,2,2,6,2.146,563,15,8,1015,35603,274,27,11,327,406,3,34350,44,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,473,0,8,31,19,0,2.053,3,7,2.437,604,15,4,1090,37830,288,30,12,346,427,3,36496,46,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,503,1,1,7,3,1,2,2,3,1.5,624,17,15,1128,39402,303,30,12,370,450,3,38031,50,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,489,1,5,17,10,1,2,2,3,1.539,642,17,8,1156,40161,307,31,12,378,458,3,38761,54,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,478,0,5,29,17,0,2,2,6,2.012,690,17,6,1239,42665,325,35,13,402,484,3,41182,60,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
