t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
20000,156,30,137,189,45,23,4.294,7,11,3.021,112,6,1,232,6973,24,13,0,62,116,38,6477,7,0,0,0,0,0,0,0,0,0,0,0
40000,92,26,123,271,61,23,4.119,7,16,3.464,198,6,2,469,16624,55,22,0,166,337,75,15742,7,0,0,0,0,0,0,0,0,0,0,0
60000,75,28,103,306,62,21,4.446,7,20,3.665,281,6,1,724,25813,83,33,0,280,597,129,24551,8,0,0,0,0,0,0,0,0,0,0,0
80000,72,21,110,309,71,20,4.209,7,20,3.795,369,7,2,954,36141,112,40,0,390,854,160,34508,8,0,0,0,0,0,0,0,0,0,0,0
100000,84,19,116,293,69,18,4.345,7,20,3.891,449,8,3,1207,46037,140,45,0,505,1114,208,44045,9,0,0,0,0,0,0,0,0,0,0,0
120000,81,31,112,288,56,26,4.244,7,22,4.078,527,8,0,1445,56407,167,58,0,622,1391,246,54025,11,0,0,0,0,0,0,0,0,0,0,0
140000,93,21,85,313,77,17,4.032,7,19,3.771,620,9,1,1703,66429,189,62,0,736,1672,299,63665,11,0,0,0,0,0,0,0,0,0,0,0
160000,74,21,105,312,67,20,4.322,7,20,3.957,708,10,1,1947,76735,216,68,0,848,1951,347,73563,12,0,0,0,0,0,0,0,0,0,0,0
180000,102,24,94,292,69,21,3.956,7,21,4.125,798,11,3,2189,86677,243,76,0,981,2228,389,83126,12,0,0,0,0,0,0,0,0,0,0,0
200000,91,25,100,296,66,23,3.933,7,18,3.822,889,12,0,2464,97603,263,79,0,1101,2504,440,93647,12,0,0,0,0,0,0,0,0,0,0,0
220000,89,20,109,294,74,17,4.121,7,20,3.88,982,13,1,2694,107489,290,87,0,1220,2759,484,103163,12,0,0,0,0,0,0,0,0,0,0,0
240000,86,28,100,298,63,24,4.138,7,18,3.71,1062,13,2,2932,117411,319,91,0,1330,3021,534,112709,12,0,0,0,0,0,0,0,0,0,0,0
260000,89,19,122,282,80,16,3.948,7,16,3.238,1168,15,3,3175,128673,344,99,0,1459,3320,605,123552,12,0,0,0,0,0,0,0,0,0,0,0
280000,68,24,78,342,80,21,3.842,7,17,3.387,1262,16,1,3450,139538,372,103,0,1584,3574,675,134014,12,0,0,0,0,0,0,0,0,0,0,0
300000,76,18,82,336,85,17,3.922,7,16,3.49,1357,17,0,3700,149843,392,107,0,1705,3838,732,143942,13,0,0,0,0,0,0,0,0,0,0,0
320000,84,24,75,329,78,20,3.837,7,19,3.645,1444,17,2,3935,159756,427,111,0,1823,4096,776,153489,13,0,0,0,0,0,0,0,0,0,0,0
