t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,201,107,138,194,4,22,9.231,10,5,1.523,26,2,0,69,445,123,0,0,29,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,166,121,110,243,1,25,9.269,10,7,1.894,68,3,1,146,689,192,0,0,110,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,146,136,99,259,4,22,8.615,10,9,2.29,112,3,0,205,933,275,0,0,199,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,103,160,72,305,0,19,10,10,2,0.998,131,3,2,258,1083,327,0,0,241,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,105,156,32,347,3,20,9.174,10,5,1.629,145,3,0,323,1152,361,0,0,273,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,77,157,42,364,1,22,10,10,2,0.932,155,3,2,370,1241,400,0,0,304,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,85,159,32,364,0,23,9.696,10,4,1.425,173,3,4,419,1346,433,0,0,348,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,80,165,31,364,3,23,8.346,10,8,2.145,195,4,1,470,1444,470,0,0,387,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,86,155,29,370,4,21,7.88,10,9,2.463,210,4,0,520,1537,506,0,0,433,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,92,164,30,354,0,20,10,10,2,1,233,4,9,573,1653,544,0,0,487,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
