t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,135,7,1,57,6,5,4.818,6,4,1.823,11,3,34,65,1204,3,0,260,8,12,0,1131,0,0,50,0,0,8,0,0,0,0,10,0,122,253,0,0
40000,97,6,1,96,22,6,3.25,6,7,2.342,45,5,28,183,3731,7,0,543,30,69,0,3543,1,0,154,0,4,2,21,5,10,2,8,2,123,510,0,0
60000,102,4,1,93,23,4,3.296,5,7,2.369,75,7,23,284,6831,10,1,697,64,142,0,6542,1,0,244,0,2,6,12,1,2,0,6,1,96,655,0,0
80000,105,3,4,88,22,3,3.48,5,6,2.294,110,9,37,398,10067,19,3,811,105,221,0,9661,1,0,365,0,4,1,27,7,12,0,5,1,111,758,0,0
100000,95,3,0,102,30,2,3.094,4,5,2.208,141,9,36,500,13167,26,3,885,133,281,0,12663,1,0,462,0,3,0,8,3,3,1,10,1,66,820,0,0
120000,101,3,4,92,25,3,3.286,4,5,2.248,174,11,38,605,16345,34,3,887,171,357,0,15729,1,0,565,0,2,0,13,5,0,0,9,0,45,820,0,0
140000,72,5,2,121,30,5,3.371,4,6,2.237,214,14,31,747,19397,40,3,887,206,434,0,18639,1,0,697,0,2,0,6,6,2,0,8,1,45,820,0,0
160000,97,5,2,96,21,5,3.385,5,7,2.19,242,15,25,856,22415,49,4,887,251,524,0,21548,1,0,797,0,2,0,7,0,3,1,6,1,45,820,0,0
180000,103,5,3,89,26,5,2.774,5,6,1.81,276,17,19,948,25616,57,5,887,286,588,0,24659,2,0,867,0,2,0,10,0,6,0,1,1,45,820,0,0
200000,89,6,0,105,22,5,3.593,5,8,2.852,301,18,27,1048,28722,65,7,887,316,642,0,27667,2,0,960,0,2,0,11,5,2,0,4,1,45,820,0,0
220000,71,6,2,121,27,6,3.576,5,12,3.105,333,19,24,1161,31647,73,8,887,348,707,0,30475,2,0,1063,0,2,0,4,4,0,0,5,0,45,820,0,0
240000,95,5,1,99,22,5,3.593,5,8,2.552,362,21,31,1265,34463,80,9,887,391,791,0,33188,2,0,1165,0,2,0,8,2,1,0,4,0,45,820,0,0
260000,103,6,0,91,18,5,3.609,5,8,2.827,389,22,30,1366,37307,92,9,887,429,863,0,35927,2,0,1255,0,2,0,8,2,4,0,3,1,45,820,0,0
280000,118,3,7,72,22,3,3.12,5,7,2.713,421,23,2,1461,40257,102,9,887,465,943,0,38775,2,0,1311,0,2,0,10,2,0,0,0,0,45,820,0,0
300000,111,2,34,53,24,2,3.231,5,8,2.844,446,24,1,1501,42722,109,10,887,490,992,0,41160,2,0,1311,0,2,0,12,1,4,0,0,1,45,820,0,0
320000,125,1,29,45,20,1,3.429,5,9,2.87,465,25,1,1547,44602,115,11,887,518,1042,0,42976,2,0,1311,0,2,0,5,1,0,0,0,0,46,821,0,0
340000,108,6,28,58,18,6,3.417,5,9,2.666,481,25,0,1588,46298,120,11,916,539,1077,0,44598,2,0,1311,0,3,0,22,3,3,0,0,1,74,849,0,0
360000,132,3,29,36,12,3,4,5,5,2.073,499,25,0,1619,47893,126,11,916,568,1137,0,46128,2,0,1311,0,3,0,21,5,2,0,0,1,74,849,0,0
380000,101,5,3,91,18,5,3.826,5,6,2.283,524,25,15,1733,50292,131,13,916,588,1185,0,48429,2,0,1399,0,3,0,18,3,5,0,1,2,74,849,0,0
400000,77,7,2,114,18,7,4.2,5,6,2.085,547,26,19,1841,53089,141,14,916,612,1246,0,51115,2,0,1491,0,3,0,6,2,0,0,2,0,74,849,0,0
420000,91,10,2,97,12,8,4.4,5,5,1.733,563,28,3,1916,55877,148,16,916,638,1313,0,53825,2,0,1518,0,2,0,14,3,4,0,0,1,49,849,0,0
440000,109,4,26,61,14,4,4.333,5,5,1.876,586,29,0,1960,57941,157,18,916,670,1397,0,55792,2,0,1518,0,2,0,12,1,0,0,0,0,49,849,0,0
460000,123,4,28,45,12,4,4.188,6,6,2.311,599,30,2,1987,59407,166,20,942,692,1447,0,57202,2,0,1518,0,2,1,10,3,2,0,0,1,56,873,0,0
480000,138,3,18,41,12,3,3.6,5,5,2.206,616,30,1,2032,61145,170,21,989,714,1505,0,58875,2,0,1518,0,2,0,9,5,0,0,0,0,49,914,0,0
500000,137,3,18,42,11,3,4.071,5,5,2.02,634,31,1,2088,62854,174,22,989,737,1553,0,60512,2,0,1518,0,2,0,10,4,0,0,0,0,49,914,0,0
520000,140,3,22,35,12,3,3.4,5,7,2.689,650,31,1,2122,64373,176,24,989,758,1594,0,61974,2,0,1518,0,2,0,12,5,0,0,0,0,49,914,0,0
540000,131,3,23,43,18,3,3,5,7,2.39,671,31,3,2166,65840,176,25,991,776,1630,0,63378,2,0,1522,0,1,0,2,4,0,0,1,0,29,914,0,0
560000,99,3,6,92,27,3,3.167,5,8,2.63,700,33,11,2275,68690,182,27,991,799,1671,0,66129,2,0,1616,0,1,0,6,4,0,0,0,0,29,914,0,0
580000,152,1,20,27,15,1,2.938,5,6,2.311,721,35,0,2312,70906,185,27,991,836,1749,0,68283,2,0,1616,0,1,0,9,3,0,0,0,0,29,914,0,0
600000,157,0,12,31,16,0,2.688,5,6,2.311,733,35,1,2342,72278,186,27,991,852,1773,0,69622,3,0,1616,0,1,0,8,0,0,0,0,0,29,914,0,0
620000,151,3,16,30,13,3,2.688,5,5,2.108,750,35,0,2374,73835,191,27,991,870,1798,0,71132,4,0,1616,0,1,0,15,3,1,0,0,0,29,914,0,0
640000,136,4,24,36,17,4,2.81,4,5,2.267,771,38,1,2411,75698,198,27,991,890,1823,0,72934,4,0,1616,0,1,0,5,3,0,0,0,0,29,914,0,0
660000,158,2,6,34,12,2,2.857,4,4,1.788,786,38,4,2450,77448,202,28,991,912,1859,0,74646,4,0,1616,0,1,0,10,3,0,0,0,0,29,914,0,0
680000,148,0,15,37,19,0,2.737,4,5,2.121,811,38,1,2496,79127,206,30,991,933,1900,0,76252,4,0,1616,0,1,0,11,2,0,0,0,0,29,914,0,0
700000,153,3,7,37,16,3,2.211,3,3,1.529,826,39,1,2528,80973,210,30,991,950,1926,0,78060,4,0,1616,0,1,0,11,3,3,0,0,1,29,914,0,0
720000,157,1,13,29,16,1,2.412,3,3,1.566,848,40,3,2558,82548,212,30,991,975,1955,0,79581,4,0,1616,0,1,0,11,3,3,0,0,1,29,914,0,0
