t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
10000,13,189,1,597,99,170,2.16,7,12,1.739,336,8,289,724,922,20,18,0,73,31,0,0,8,0,0,0,0,0,0,0,0,0,0,0
20000,12,208,1,579,79,186,2.121,6,12,1.728,424,9,293,907,1166,22,20,0,172,90,0,0,8,0,0,0,0,0,0,0,0,0,0,0
30000,9,194,2,595,103,169,2.147,6,13,1.862,548,9,279,1162,1460,24,25,0,292,150,0,0,8,0,0,0,0,0,0,0,0,0,0,0
40000,10,197,3,590,95,172,2.157,6,14,1.97,654,10,289,1389,1737,30,32,0,407,211,0,0,8,0,0,0,0,0,0,0,0,0,0,0
50000,8,216,0,576,72,186,2.163,6,14,2.005,734,10,290,1564,1960,35,37,0,503,262,0,0,8,0,0,0,0,0,0,0,0,0,0,0
60000,16,205,1,578,81,175,2.199,6,15,2.105,823,10,286,1749,2178,41,40,0,594,306,0,0,8,0,0,0,0,0,0,0,0,0,0,0
70000,14,204,1,581,84,172,2.184,6,15,2.04,908,11,292,1935,2396,44,44,0,685,358,0,0,8,0,0,0,0,0,0,0,0,0,0,0
80000,12,204,2,582,82,175,2.206,6,15,2.095,995,12,286,2120,2620,48,45,0,778,406,0,0,8,0,0,0,0,0,0,0,0,0,0,0
90000,9,211,3,577,76,179,2.192,6,14,1.969,1086,12,290,2314,2855,52,47,0,878,471,0,0,8,0,0,0,0,0,0,0,0,0,0,0
100000,17,216,7,560,68,183,2.199,6,13,1.978,1177,12,286,2507,3092,55,54,0,980,532,0,0,8,0,0,0,0,0,0,0,0,0,0,0
110000,20,211,1,568,72,180,2.194,6,13,1.984,1260,13,295,2692,3294,58,55,0,1067,589,0,0,8,0,0,0,0,0,0,0,0,0,0,0
120000,9,201,3,587,88,169,2.21,6,12,2.011,1345,13,296,2877,3512,60,61,0,1153,627,0,0,8,0,0,0,0,0,0,0,0,0,0,0
130000,10,198,2,590,88,170,2.236,6,13,2.094,1454,13,294,3111,3786,63,65,0,1269,695,0,0,8,0,0,0,0,0,0,0,0,0,0,0
140000,10,201,0,589,85,171,2.234,6,13,2.089,1540,13,286,3301,4015,66,67,0,1366,749,0,0,8,0,0,0,0,0,0,0,0,0,0,0
150000,3,198,3,596,98,165,2.228,6,17,2.06,1638,14,292,3511,4261,72,72,0,1467,803,0,0,8,0,0,0,0,0,0,0,0,0,0,0
