t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,449,3,0,60,17,2,3.105,7,11,3.301,35,5,13,89,1971,20,1,0,17,22,15,1858,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,379,7,22,104,44,7,2.392,4,14,3.283,109,6,5,253,6999,57,9,0,54,74,19,6688,6,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,375,6,21,110,50,6,2.339,4,12,2.997,206,8,7,441,13135,112,13,0,114,137,19,12596,7,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,390,5,17,100,40,5,2.556,4,11,3.001,290,13,13,618,19080,159,19,0,177,219,19,18336,9,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,360,3,25,124,52,3,2.691,4,13,2.984,374,15,5,804,25685,220,23,0,224,291,19,24718,10,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,341,6,18,147,48,6,2.963,4,13,3.059,449,15,8,994,31822,274,27,0,279,366,19,30645,13,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,386,4,14,108,38,4,2.881,4,12,2.929,521,15,6,1172,38194,329,34,0,338,465,19,36840,18,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,360,6,13,133,45,6,2.824,5,15,3.229,601,15,7,1368,44827,392,42,0,394,553,19,43251,19,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,333,6,25,148,53,5,2.879,5,19,3.733,685,18,5,1571,51383,450,53,0,453,656,19,49585,26,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,335,7,35,135,60,7,2.522,4,14,3.386,787,21,5,1777,58253,510,59,0,521,759,19,56203,29,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220000,389,2,17,103,46,2,2.479,4,15,3.432,876,22,4,1977,64682,560,67,0,596,859,19,62417,31,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,396,5,10,101,43,5,2.271,4,10,2.958,972,24,11,2164,70924,607,73,0,668,941,19,68446,33,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,392,5,26,89,45,5,2.28,4,10,3.153,1082,25,5,2358,77524,654,75,0,737,1027,19,74808,34,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,407,3,10,92,39,3,2.381,4,9,2.759,1161,28,8,2526,82944,697,77,0,797,1102,19,80039,36,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,439,5,4,64,23,4,2.481,5,10,2.855,1229,28,8,2683,87638,750,83,0,857,1184,19,84574,40,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320000,373,3,25,111,41,3,3.023,5,16,3.662,1295,29,6,2838,92256,791,86,0,895,1238,19,88998,41,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340000,381,5,19,107,45,5,2.48,4,11,2.985,1379,30,11,3032,98408,848,88,0,962,1334,19,94938,45,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360000,364,5,19,124,46,5,2.765,4,12,2.97,1455,30,6,3216,104617,915,94,0,1011,1393,19,100945,48,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380000,373,9,21,109,38,9,2.574,4,11,2.924,1540,30,6,3415,110512,969,99,0,1075,1490,19,106610,50,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400000,378,6,18,110,48,6,2.352,4,10,2.507,1626,30,7,3590,116795,1032,103,0,1134,1574,19,112695,52,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420000,371,6,13,122,48,6,2.426,4,10,2.676,1709,33,8,3775,122898,1103,107,0,1186,1643,19,118602,57,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440000,379,0,13,120,49,0,2.714,4,14,2.894,1782,33,7,3943,128635,1153,115,0,1239,1715,19,124171,63,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460000,356,3,15,138,52,3,2.745,4,12,2.895,1859,34,7,4136,134388,1205,119,0,1300,1808,19,129699,64,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480000,362,6,15,129,48,6,2.593,4,12,2.967,1936,36,10,4332,140550,1265,123,0,1363,1905,20,135650,66,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500000,380,3,14,115,47,3,2.56,4,12,2.645,2019,39,8,4525,146808,1310,130,0,1432,2003,20,141704,70,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520000,377,6,22,107,44,6,2.52,4,15,3.103,2108,39,5,4716,153073,1365,141,0,1495,2095,21,147761,79,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540000,368,8,27,109,42,8,2.54,4,16,3.379,2191,39,8,4892,158805,1425,143,0,1560,2179,21,153279,81,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560000,376,4,20,112,46,4,2.6,4,12,3.124,2265,40,7,5066,164849,1467,147,0,1619,2254,21,159154,85,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580000,374,6,17,115,37,6,2.93,4,11,2.9,2343,41,8,5252,170678,1521,152,0,1680,2335,21,164777,88,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600000,379,8,5,120,34,8,2.81,5,12,2.947,2402,41,16,5418,175961,1573,160,0,1736,2424,21,169883,89,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620000,361,5,19,127,44,4,3.042,5,9,2.761,2481,42,4,5611,182279,1634,163,0,1796,2522,21,175970,89,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640000,347,6,17,142,44,6,3.02,5,11,2.982,2547,43,8,5812,187789,1682,170,0,1848,2606,22,181269,92,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660000,368,9,4,131,34,8,3.024,5,11,2.861,2602,44,11,5984,193806,1738,171,0,1903,2705,22,187099,92,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680000,329,6,11,166,50,6,3,5,15,3.243,2670,44,5,6166,199674,1792,178,0,1949,2790,22,192767,98,1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
