t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
10000,740,75,354,111,17,24,10,10,6,2.201,47,1,0,34,551,128,0,0,30,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,660,102,373,145,16,31,9.596,10,11,2.655,70,2,0,67,821,194,0,0,74,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,634,109,379,158,15,31,9.739,10,9,2.365,89,2,0,92,1045,253,0,0,126,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,621,128,355,176,10,37,9.553,10,10,2.389,112,2,0,123,1279,301,0,0,183,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,612,144,331,193,7,33,9.925,10,7,2.131,129,2,1,157,1489,363,0,0,240,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,624,140,321,195,7,36,9.442,10,12,2.62,155,3,0,181,1690,416,0,0,311,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,671,147,275,187,2,33,10,10,6,2.061,193,3,0,214,1923,473,0,0,399,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,724,133,247,176,3,27,9.967,10,7,2.305,214,3,0,244,2085,522,0,0,464,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,759,126,229,166,2,26,9.429,10,8,2.509,245,3,1,277,2252,574,0,0,547,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,765,131,215,169,5,22,8.556,10,8,2.684,267,3,2,305,2386,619,0,0,602,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,870,108,156,146,3,18,8.333,10,10,2.965,296,3,1,334,2475,656,0,0,689,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,910,88,155,127,4,18,7.545,10,12,3.222,320,3,0,358,2587,690,0,0,754,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
