t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,134,17,3,358,86,14,3.39,7,12,2.596,147,7,46,563,9900,30,5,0,75,151,0,9311,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,117,21,3,371,82,20,3.431,7,15,2.966,256,8,52,953,22969,65,8,0,220,380,0,21985,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,65,27,3,417,74,25,3.737,6,18,3.397,347,8,52,1359,34306,88,10,0,345,615,0,32911,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,86,26,3,397,68,23,4.022,6,17,3.409,434,9,52,1715,44926,109,12,0,471,871,0,43171,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,106,20,1,385,67,18,4.294,7,18,3.502,519,11,47,2094,55022,134,15,0,594,1145,0,52893,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,87,24,2,399,71,20,3.956,6,15,3.471,610,12,47,2510,65720,161,17,0,723,1425,0,63161,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,104,24,9,375,74,21,3.737,6,15,3.363,714,13,47,2932,77081,193,17,0,856,1737,0,74089,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,89,21,6,396,76,20,3.896,7,19,3.483,796,14,45,3292,87944,212,22,0,956,1973,0,84602,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,108,20,6,378,73,19,3.88,7,18,3.548,893,15,42,3689,98745,234,24,0,1084,2268,0,95002,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,103,26,4,379,79,19,3.592,7,21,3.733,990,15,48,4052,110183,274,27,0,1204,2512,0,106073,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220000,84,23,12,393,80,21,3.723,7,22,3.819,1075,17,50,4388,119801,302,29,0,1311,2727,0,115347,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
