t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,156,5,0,39,6,2,4.125,6,3,1.406,8,2,37,42,963,1,0,147,4,11,0,916,0,0,37,0,0,3,0,0,0,0,9,0,31,146,0,0
40000,125,7,1,67,11,5,3.75,6,2,0.811,24,4,38,103,2808,6,0,331,14,34,0,2696,0,0,97,0,0,3,0,0,0,0,16,0,79,319,0,0
60000,102,4,1,93,21,4,3.44,6,4,0.996,59,6,40,230,5504,15,1,605,46,103,0,5271,1,0,224,0,1,4,13,1,10,1,23,1,87,579,0,0
80000,105,5,0,90,20,5,3.36,6,6,1.624,88,7,39,335,8542,23,2,896,81,175,0,8203,1,0,328,0,1,4,14,2,10,2,21,1,132,840,0,0
100000,78,4,0,118,34,4,3.026,6,7,2.166,128,8,38,453,11720,27,4,1076,114,231,0,11266,2,0,443,0,4,3,30,11,19,2,23,4,134,1007,0,0
120000,91,6,1,102,25,6,3,6,7,2.2,161,9,36,558,15233,36,5,1249,160,305,0,14668,2,0,546,0,4,6,28,4,12,0,18,2,174,1165,0,0
140000,82,6,2,110,27,6,3.212,6,8,2.544,194,10,37,663,18622,41,6,1426,196,367,0,17951,2,0,651,0,6,5,43,2,27,3,17,5,201,1318,0,0
160000,81,6,0,113,26,5,3.484,6,12,2.862,222,12,39,758,21918,44,7,1587,230,426,0,21151,2,0,743,0,5,7,24,10,10,3,20,2,193,1459,0,0
180000,83,6,1,110,30,5,3.114,6,9,2.486,259,12,38,883,25126,53,9,1834,272,513,0,24231,2,0,866,0,3,3,20,7,11,2,24,3,128,1666,0,0
200000,98,2,1,99,32,2,2.853,6,9,2.339,294,12,38,986,28549,64,10,1946,316,582,0,27556,3,0,967,0,5,2,34,5,18,3,17,3,137,1769,0,0
220000,99,2,0,99,29,2,3.161,6,6,2.205,325,12,40,1083,32024,74,10,2032,352,643,0,30934,3,0,1064,0,5,1,23,4,6,1,19,2,127,1849,0,0
240000,76,4,0,120,37,3,2.875,6,8,2.497,372,14,38,1218,35309,82,11,2073,397,712,0,34078,3,0,1196,0,6,0,40,7,23,3,20,5,130,1888,0,0
260000,84,3,0,113,32,3,3.143,6,8,2.267,410,15,39,1339,38501,87,11,2188,445,793,0,37148,3,0,1316,0,4,7,22,5,3,1,24,1,158,1995,0,0
280000,86,2,1,111,39,2,2.732,4,7,2.287,452,17,39,1457,41968,94,11,2388,485,873,0,40496,3,0,1430,0,3,2,18,5,5,0,16,1,87,2162,0,0
300000,103,3,1,93,26,3,3.138,4,7,2.428,480,18,38,1552,45294,102,13,2517,529,944,0,43724,3,0,1523,0,3,2,21,6,7,1,18,2,110,2277,0,0
320000,103,2,0,95,28,2,3.1,4,6,2.053,516,18,40,1663,48373,108,15,2687,569,1015,0,46692,3,0,1634,0,4,3,26,4,6,1,24,2,150,2432,0,0
340000,92,3,1,104,32,3,2.943,4,6,1.819,550,20,39,1767,51513,126,15,2735,605,1075,0,49725,3,0,1737,0,4,0,25,6,10,2,26,3,99,2474,0,0
360000,81,3,1,115,33,3,3.194,4,5,1.959,588,24,39,1889,54586,135,15,2762,650,1143,0,52672,3,0,1857,0,4,2,16,3,3,0,28,1,116,2503,0,0
380000,84,7,0,109,31,7,2.737,4,5,1.563,622,25,39,1995,57722,144,17,2798,690,1216,0,55698,3,0,1962,0,6,0,29,7,8,3,24,3,145,2534,0,0
400000,92,4,2,102,31,4,2.943,4,4,1.691,657,25,40,2092,60561,149,18,2799,731,1279,0,58440,3,0,2058,0,3,0,17,4,6,2,24,1,76,2534,0,0
420000,91,8,1,100,30,6,2.694,4,4,1.769,692,26,40,2194,63735,159,19,2799,769,1344,0,61512,4,0,2158,0,2,0,27,4,18,2,16,2,57,2534,0,0
440000,92,6,0,102,29,5,2.794,4,4,1.299,729,29,38,2307,66843,167,19,2800,812,1411,0,64509,4,0,2266,0,1,1,9,2,4,0,15,1,31,2534,0,0
460000,97,8,0,95,20,8,3.071,4,7,2.245,756,30,39,2392,69779,179,21,2856,850,1463,0,67359,4,0,2350,0,2,1,20,5,6,0,14,1,71,2591,0,0
480000,71,6,0,123,29,5,3.5,4,7,2.394,784,32,39,2495,72311,186,21,2859,875,1513,0,69790,4,0,2449,0,3,0,24,3,11,1,18,2,72,2592,0,0
500000,102,3,0,95,25,3,3.286,4,9,2.745,809,32,38,2589,74947,195,21,2878,916,1594,0,72337,5,0,2541,0,2,0,15,1,3,1,14,1,51,2607,0,0
520000,121,5,1,73,17,4,3.333,5,6,2.322,843,35,37,2692,77812,206,24,2946,959,1680,0,75096,6,0,2641,0,4,2,34,4,19,4,14,3,114,2675,0,0
540000,101,4,0,95,24,4,3.25,5,7,2.486,875,36,37,2808,81007,219,26,3170,990,1744,0,78175,6,0,2753,0,1,5,2,3,0,0,11,0,129,2878,0,0
560000,95,2,0,103,28,2,3.333,4,8,2.714,904,36,39,2912,84195,229,26,3370,1021,1808,0,81260,6,0,2859,0,3,6,22,4,4,1,14,1,137,3049,0,0
580000,69,5,1,125,32,5,3.243,4,10,2.942,941,37,40,3035,87251,237,26,3526,1058,1872,0,84188,6,0,2981,0,4,0,40,12,26,1,17,4,100,3186,0,0
600000,96,3,2,99,28,3,3.161,4,7,2.55,969,37,40,3125,90337,241,26,3528,1097,1949,0,87187,7,0,3068,0,3,0,18,4,0,0,10,0,77,3186,0,0
620000,114,1,0,85,27,1,3.036,4,7,2.66,1001,38,36,3224,93417,246,26,3537,1136,2021,0,90172,7,0,3159,0,1,0,8,2,0,0,9,0,28,3188,0,0
640000,109,4,1,86,23,3,3.308,4,6,2.333,1035,40,38,3338,96522,253,26,3537,1175,2095,0,93159,7,0,3274,0,1,0,13,4,4,0,9,1,28,3188,0,0
660000,90,4,1,105,27,4,3.258,5,7,2.607,1066,40,39,3446,99357,258,27,3590,1209,2151,0,95885,7,0,3380,0,1,1,6,1,0,0,9,0,54,3242,0,0
680000,120,6,1,73,19,5,2.917,5,8,2.411,1094,42,32,3537,102457,268,28,3665,1255,2227,0,98894,8,0,3456,0,1,1,6,0,0,0,3,0,60,3310,0,0
700000,117,1,1,81,26,1,3.037,5,7,2.621,1130,44,34,3644,105442,275,28,3764,1290,2293,0,101774,8,0,3560,0,2,1,19,1,9,0,8,2,60,3405,0,0
720000,124,2,2,72,20,2,3.273,5,6,2.115,1158,45,38,3734,108362,282,29,3793,1325,2354,0,104602,8,0,3651,0,2,0,8,0,0,0,10,0,52,3429,0,0
740000,109,1,2,87,27,1,3.179,5,6,2.161,1193,45,37,3847,111340,296,29,3796,1358,2419,0,107466,8,0,3763,0,1,0,4,1,0,0,10,0,24,3429,0,0
760000,98,3,1,98,27,3,3.167,5,7,2.532,1223,48,37,3941,114313,305,29,3796,1390,2473,0,110341,8,0,3855,0,1,0,7,3,3,0,13,1,24,3429,0,0
780000,89,8,2,101,25,7,3,5,4,1.906,1256,48,36,4047,117155,308,29,3796,1423,2542,0,113069,8,0,3957,0,1,0,6,1,2,0,12,1,24,3429,0,0
800000,109,3,0,88,25,2,3.222,6,5,2.005,1288,49,38,4148,120215,314,31,3796,1463,2614,0,116036,8,0,4058,0,1,0,8,2,5,0,10,1,24,3429,0,0
820000,122,2,0,76,18,2,3.7,7,4,1.681,1307,49,37,4230,123036,320,32,3796,1492,2679,0,118777,8,0,4134,0,1,0,3,1,0,0,9,0,24,3429,0,0
840000,94,5,2,99,21,5,3.692,7,7,1.902,1333,50,36,4333,125756,327,33,3796,1518,2731,0,121389,9,0,4235,0,1,0,5,1,3,0,9,1,24,3429,0,0
860000,112,1,0,87,27,1,3.107,7,9,2.676,1365,51,37,4438,128607,333,33,3796,1557,2809,0,124140,9,0,4340,0,1,0,2,1,0,0,6,0,24,3429,0,0
880000,110,4,0,86,22,4,3.231,7,8,2.594,1385,51,35,4507,131617,340,33,3796,1582,2855,0,127075,9,0,4404,0,1,0,6,3,0,0,6,0,24,3429,0,0
900000,119,4,0,77,17,4,3.571,7,6,2.489,1416,52,34,4605,134361,348,33,3796,1621,2924,0,129722,10,0,4495,0,1,0,4,2,0,0,8,0,24,3429,0,0
920000,130,6,0,64,9,5,4.071,7,7,2.664,1439,54,38,4694,137121,362,33,3796,1657,2990,0,132389,10,0,4578,0,1,0,3,1,0,0,3,0,24,3429,0,0
940000,91,4,2,103,18,4,4.364,7,9,3.027,1461,57,36,4805,139621,370,34,3798,1679,3040,0,134779,10,0,4679,0,1,0,5,4,0,0,5,0,24,3432,0,0
960000,93,8,0,99,16,5,4.238,7,9,2.856,1484,58,30,4899,142125,375,34,3798,1707,3111,0,137186,10,0,4761,0,1,0,5,1,0,0,2,0,24,3432,0,0
980000,74,7,2,117,21,5,4.038,8,10,3.024,1507,58,28,5005,144520,378,36,3798,1729,3177,0,139475,10,0,4846,0,1,0,5,2,0,0,1,0,24,3432,0,0
1000000,64,5,22,109,21,5,4.423,7,13,3.565,1526,59,2,5072,146619,385,36,3821,1756,3232,0,141481,10,0,4846,0,2,0,7,5,2,0,0,1,47,3455,0,0
