t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
10000,612,16,6,166,36,14,3.06,6,10,1.94,56,5,277,182,2573,33,3,0,13,21,0,2392,11,0,0,0,0,0,0,0,0,0,0,0
20000,404,23,5,368,93,21,3.096,6,17,2.877,157,6,285,527,9899,109,11,0,65,110,0,9383,17,0,0,0,0,0,0,0,0,0,0,0
30000,245,31,4,520,128,26,3.169,6,20,3.142,254,9,282,879,18148,188,30,0,134,242,0,17295,19,0,0,0,0,0,0,0,0,0,0,0
40000,226,31,3,540,134,27,3.18,7,24,3.178,332,10,294,1151,26022,280,42,0,222,407,0,24911,20,0,0,0,0,0,0,0,0,0,0,0
50000,265,22,1,512,125,19,3.375,7,26,3.5,405,12,287,1425,33980,395,49,0,330,599,0,32613,21,0,0,0,0,0,0,0,0,0,0,0
60000,205,41,3,551,116,33,3.456,7,29,3.919,477,12,288,1711,41667,521,69,0,417,756,0,40015,24,0,0,0,0,0,0,0,0,0,0,0
70000,231,24,4,541,121,22,3.517,7,30,4.031,550,12,288,1973,49888,645,78,0,511,932,0,47999,25,0,0,0,0,0,0,0,0,0,0,0
80000,200,21,5,574,140,19,3.497,7,30,3.98,626,12,285,2247,57342,728,89,0,591,1091,0,55190,26,0,0,0,0,0,0,0,0,0,0,0
90000,228,34,5,533,106,30,3.64,7,31,4.188,696,12,289,2530,64694,832,101,0,696,1306,0,62257,26,0,0,0,0,0,0,0,0,0,0,0
100000,236,26,2,536,106,24,3.877,7,33,4.317,769,12,285,2816,71957,925,115,0,791,1493,0,69256,27,0,0,0,0,0,0,0,0,0,0,0
110000,235,26,1,538,106,24,3.938,7,31,4.334,833,12,288,3080,79008,1020,122,0,871,1674,0,76051,28,0,0,0,0,0,0,0,0,0,0,0
120000,243,24,8,525,105,23,3.867,8,32,4.295,901,13,287,3376,86658,1132,137,0,965,1887,0,83412,28,0,0,0,0,0,0,0,0,0,0,0
130000,240,27,1,532,108,23,3.855,7,31,4.258,968,13,290,3660,93986,1220,147,0,1055,2073,0,90464,29,0,0,0,0,0,0,0,0,0,0,0
140000,236,23,5,536,116,20,3.75,7,33,4.266,1043,13,284,3954,101837,1331,158,0,1146,2270,0,98030,29,0,0,0,0,0,0,0,0,0,0,0
150000,212,25,3,560,118,24,3.704,7,29,4.2,1108,13,289,4222,109556,1420,165,0,1225,2435,0,105489,30,0,0,0,0,0,0,0,0,0,0,0
