t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,295,80,120,145,3,13,7.938,10,7,2.305,23,2,0,71,356,98,0,0,38,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,257,87,132,164,2,18,9.4,10,4,1.461,57,3,0,128,591,159,0,0,116,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,220,101,125,194,2,21,9.304,10,4,1.352,96,3,1,198,821,233,0,0,188,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,158,109,130,243,4,24,8.75,10,8,2.047,124,3,1,269,1057,299,0,0,249,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,146,114,136,244,3,26,8.862,10,8,2.062,158,4,2,331,1270,366,0,0,330,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,116,118,146,260,2,29,9.226,10,6,1.683,201,4,0,408,1528,438,0,0,418,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,136,130,113,261,2,27,9.483,10,5,1.537,234,5,0,471,1719,496,0,0,502,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,129,134,91,286,0,25,9.68,10,5,1.6,259,5,2,544,1869,543,0,0,566,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,118,133,115,274,1,28,9,10,7,1.874,302,5,0,618,2133,617,0,0,659,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,102,134,82,322,1,24,10,10,2,0.971,311,5,0,682,2237,652,0,0,689,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
