t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
10000,317,60,130,133,1,16,9.471,10,8,2.895,24,2,3,64,305,79,0,0,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,292,80,132,136,2,17,10,10,5,2.076,60,2,0,120,517,130,0,0,99,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,259,98,111,172,2,19,8.905,10,10,2.951,71,2,2,174,659,179,0,0,140,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,242,83,128,187,1,16,9.471,10,6,2.44,106,3,1,239,852,228,0,0,213,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,205,103,127,205,0,20,9.25,10,9,2.946,140,3,0,313,1060,292,0,0,273,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,180,112,115,233,1,17,9.611,10,7,2.642,154,3,1,360,1196,325,0,0,308,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,168,106,119,247,2,21,9.217,10,9,2.964,171,3,1,419,1347,365,0,0,354,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,107,129,111,292,1,21,9.273,10,7,2.681,186,4,0,482,1471,405,0,0,378,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,156,99,111,274,2,24,9.423,10,8,2.768,213,4,1,540,1617,445,0,0,449,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,81,141,70,348,1,20,10,10,6,2.553,219,4,1,614,1728,491,0,0,464,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,98,140,43,359,0,19,10,10,6,2.524,233,4,4,668,1794,515,0,0,505,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,72,151,25,392,1,22,9.696,10,7,2.653,236,4,3,710,1844,542,0,0,519,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,99,130,35,376,3,16,9,10,9,3.011,247,4,0,755,1920,561,0,0,563,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,94,148,19,379,1,17,9.111,10,8,2.822,266,4,4,807,2032,597,0,0,603,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,103,135,44,358,1,19,9.25,10,8,2.664,287,4,2,862,2165,630,0,0,655,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
